onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.027	13.975	7.027	5	12.037	8.975	1	8.975	280	15
24.554	15	24.554	5	29.564	10	0	9.793	322	15
42.082	11.241	42.082	3	45.088	8.241	1	8.241	224	15
59.609	4.896	59.609	3	62.615	1.896	1	1.896	28	75
76.643	7.202	76.643	3	79.648	4.202	1	4.202	56	65
93.676	12.846	93.676	3	96.682	9.846	1	9.846	252	20
111.203	13	111.203	3	114.209	10	0	9.994	154	25
127.756	12.308	127.756	4	131.764	8.308	1	8.308	238	15
144.308	12.835	144.308	4	148.316	8.835	1	8.835	336	15
161.341	7.454	161.341	4	165.349	3.454	1	3.454	70	65
178.375	12.696	178.375	5	183.384	7.696	1	7.696	112	25
194.927	13	194.927	3	197.933	10	0	9.372	140	22
211.479	15	211.479	5	216.489	10	0	9.873	98	28
228.031	11.629	228.031	3	231.037	8.629	1	8.629	84	40
245.559	14	245.559	4	249.567	10	0	8.283	126	24
262.111	14	262.111	4	266.119	10	0	9.449	182	21
278.664	15	278.664	5	283.673	10	0	9.825	196	20
295.216	11.905	295.216	3	298.222	8.905	1	8.905	294	15
312.743	14.639	312.743	5	317.753	9.639	1	9.639	350	14
330.271	15	330.271	5	335.281	10	0	8.456	308	26
347.745	13.13	347.745	4	351.753	9.13	1	9.13	168	20
364.778	14	364.778	4	368.786	10	0	9.983	364	17
381.812	5.26	381.812	4	385.819	1.26	1	1.26	14	75
399.339	4.976	399.339	3	402.345	1.976	1	1.976	42	75
416.372	13.995	416.372	5	421.382	8.995	1	8.995	266	15
432.925	12.364	432.925	5	437.934	7.364	1	7.364	210	15
