onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.525	6.723	6.525	5	11.535	1.723	1	1.723	168	66
23.558	4.641	23.558	4	27.566	0.641	1	0.641	14	74
40.111	9.939	40.111	4	44.119	5.939	1	5.939	42	73
56.663	10.422	56.663	3	59.669	7.422	1	7.422	294	31
73.697	11.346	73.697	4	77.705	7.346	1	7.346	350	25
91.224	10.126	91.224	3	94.23	7.126	1	7.126	154	62
107.777	5.606	107.777	4	111.785	1.606	1	1.606	56	71
125.305	12.975	125.305	5	130.314	7.975	1	7.975	196	54
142.832	4.424	142.832	3	145.838	1.424	1	1.424	98	69
159.866	12	159.866	4	163.874	8	1	8	140	53
176.899	10.094	176.899	5	181.909	5.094	1	5.094	182	61
193.451	9.848	193.451	5	198.461	4.848	1	4.848	252	29
210.004	4.991	210.004	3	213.01	1.991	1	1.991	70	68
226.556	11.349	226.556	5	231.566	6.349	1	6.349	336	24
244.084	9.56	244.084	4	248.092	5.56	1	5.56	28	71
261.117	6.851	261.117	5	266.127	1.851	1	1.851	112	67
277.67	9.789	277.67	4	281.678	5.789	1	5.789	308	26
294.703	4.372	294.703	3	297.709	1.372	1	1.372	84	69
312.231	7.52	312.231	3	315.237	4.52	1	4.52	238	34
329.759	8.502	329.759	3	332.765	5.502	1	5.502	266	33
347.286	7.138	347.286	5	352.296	2.138	1	2.138	126	64
363.839	11.067	363.839	3	366.845	8.067	1	8.067	322	23
381.366	9.486	381.366	5	386.376	4.486	1	4.486	224	32
398.894	6.057	398.894	3	401.9	3.057	1	3.057	210	56
415.447	10.924	415.447	4	419.454	6.924	1	6.924	280	35
432.48	13.87	432.48	5	437.49	8.87	1	8.87	364	20
