onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.054	8.053	6.054	4	10.054	4.053	1	4.053	126	63
23.089	10.919	23.089	5	28.09	5.919	1	5.919	308	44
39.641	7.069	39.641	5	44.641	2.069	1	2.069	70	68
56.192	7.572	56.192	5	61.193	2.572	1	2.572	98	65
72.744	5.22	72.744	4	76.744	1.22	1	1.22	56	69
90.279	9.263	90.279	3	93.279	6.263	1	6.263	224	53
107.314	7.793	107.314	5	112.314	2.793	1	2.793	196	55
123.865	3.848	123.865	3	126.865	0.848	1	0.848	14	74
140.417	4.704	140.417	3	143.417	1.704	1	1.704	112	64
156.968	7.089	156.968	5	161.969	2.089	1	2.089	168	58
174.003	5.953	174.003	3	177.004	2.953	1	2.953	84	67
191.538	3.968	191.538	3	194.538	0.968	1	0.968	28	72
209.073	9.376	209.073	3	212.073	6.376	1	6.376	294	46
225.625	9.926	225.625	4	229.625	5.926	1	5.926	350	40
242.66	4.589	242.66	3	245.66	1.589	1	1.589	42	71
260.195	6.498	260.195	4	264.195	2.498	1	2.498	140	61
277.23	7.941	277.23	4	281.23	3.941	1	3.941	336	41
294.765	9.077	294.765	5	299.765	4.077	1	4.077	238	51
311.8	7.292	311.8	4	315.8	3.292	1	3.292	266	48
328.834	7.615	328.834	5	333.835	2.615	1	2.615	252	50
346.369	8.736	346.369	5	351.37	3.736	1	3.736	182	57
363.888	9.64	363.888	4	367.888	5.64	1	5.64	322	43
381.423	7.324	381.423	4	385.423	3.324	1	3.324	210	54
397.975	7.486	397.975	3	400.975	4.486	1	4.486	280	47
415.009	8.742	415.009	5	420.01	3.742	1	3.742	154	60
432.544	9.778	432.544	3	435.545	6.778	1	6.778	364	39
