onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.526	6.5	6.526	5	11.526	1.5	1	1.5	42	65
23.561	7.014	23.561	3	26.561	4.014	1	4.014	252	42
41.096	8.441	41.096	5	46.096	3.441	1	3.441	126	55
58.131	9.442	58.131	5	63.131	4.442	1	4.442	196	54
74.682	7.263	74.682	3	77.683	4.263	1	4.263	350	35
91.234	8.224	91.234	4	95.234	4.224	1	4.224	294	38
107.785	7.425	107.785	3	110.786	4.425	1	4.425	322	37
125.32	6.521	125.32	4	129.321	2.521	1	2.521	28	69
142.339	8.029	142.339	5	147.339	3.029	1	3.029	280	45
159.874	11.898	159.874	5	164.874	6.898	1	6.898	168	54
176.909	8.371	176.909	5	181.909	3.371	1	3.371	84	63
193.944	7.911	193.944	4	197.944	3.911	1	3.911	308	37
211.479	9.557	211.479	3	214.479	6.557	1	6.557	266	45
228.513	8.592	228.513	3	231.514	5.592	1	5.592	182	53
246.032	8.852	246.032	3	249.032	5.852	1	5.852	210	46
262.583	7.345	262.583	4	266.584	3.345	1	3.345	154	55
280.118	7.283	280.118	3	283.119	4.283	1	4.283	224	47
296.653	8.008	296.653	4	300.654	4.008	1	4.008	56	65
313.205	5.868	313.205	4	317.205	1.868	1	1.868	98	59
330.24	9.055	330.24	5	335.24	4.055	1	4.055	336	38
346.791	7.612	346.791	5	351.792	2.612	1	2.612	14	71
364.326	9.108	364.326	3	367.327	6.108	1	6.108	364	32
380.878	9.408	380.878	4	384.878	5.408	1	5.408	140	52
398.413	7.637	398.413	3	401.413	4.637	1	4.637	238	42
414.964	10.877	414.964	5	419.965	5.877	1	5.877	112	57
432.499	8.936	432.499	4	436.5	4.936	1	4.936	70	60
