onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.529	8.515	6.529	4	10.53	4.515	1	4.515	280	39
24.064	9.698	24.064	3	27.065	6.698	1	6.698	252	35
41.083	7.905	41.083	4	45.083	3.905	1	3.905	210	40
57.634	7.36	57.634	4	61.634	3.36	1	3.36	140	45
74.186	11.298	74.186	3	77.186	8.298	1	8.298	364	30
91.221	10.322	91.221	5	96.221	5.322	1	5.322	266	35
108.256	9.655	108.256	5	113.256	4.655	1	4.655	98	51
124.807	9.033	124.807	4	128.807	5.033	1	5.033	238	35
142.342	8.553	142.342	5	147.343	3.553	1	3.553	196	45
159.877	11.381	159.877	3	162.877	8.381	1	8.381	168	48
177.412	5.963	177.412	3	180.412	2.963	1	2.963	28	65
194.947	12.08	194.947	5	199.947	7.08	1	7.08	182	50
211.982	7.122	211.982	5	216.982	2.122	1	2.122	42	63
228.534	11.564	228.534	5	233.534	6.564	1	6.564	322	30
245.068	8.353	245.068	3	248.069	5.353	1	5.353	350	25
262.603	9.929	262.603	3	265.604	6.929	1	6.929	294	31
279.138	9.79	279.138	5	284.139	4.79	1	4.79	224	38
296.657	9.81	296.657	5	301.657	4.81	1	4.81	308	31
313.208	7.396	313.208	3	316.208	4.396	1	4.396	336	29
330.243	10.954	330.243	4	334.243	6.954	1	6.954	56	63
347.278	5.87	347.278	3	350.278	2.87	1	2.87	70	58
363.83	8.011	363.83	3	366.83	5.011	1	5.011	14	72
381.365	8.452	381.365	4	385.365	4.452	1	4.452	154	47
398.383	8.321	398.383	5	403.383	3.321	1	3.321	84	59
414.934	9.242	414.934	4	418.935	5.242	1	5.242	126	53
432.453	9.743	432.453	4	436.453	5.743	1	5.743	112	58
