onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.021	11.078	7.021	3	10.027	8.078	1	8.078	252	15
23.573	14.186	23.573	5	28.583	9.186	1	9.186	266	10
40.607	10.673	40.607	3	43.612	7.673	1	7.673	14	60
58.134	12.701	58.134	4	62.142	8.701	1	8.701	42	25
74.687	15	74.687	5	79.696	10	0	9.859	224	11
91.239	14	91.239	4	95.247	10	0	9.047	182	10
107.791	15	107.791	5	112.801	10	0	9.334	56	10
125.319	14	125.319	4	129.327	10	0	9.785	350	9
142.846	15	142.846	5	147.856	10	0	9.467	336	4
159.88	13	159.88	3	162.886	10	0	9.941	126	4
177.407	13	177.407	3	180.413	10	0	9.594	112	10
194.935	12.986	194.935	5	199.945	7.986	1	7.986	140	10
211.968	11.736	211.968	3	214.974	8.736	1	8.736	154	10
228.521	15	228.521	5	233.531	10	0	9.604	364	9
245.073	8.22	245.073	3	248.079	5.22	1	5.22	280	54
262.601	15	262.601	5	267.61	10	0	9.321	196	21
279.153	14	279.153	4	283.161	10	0	9.381	238	11
296.186	14	296.186	4	300.194	10	0	9.864	168	19
312.739	8.288	312.739	4	316.747	4.288	1	4.288	84	60
329.772	14	329.772	4	333.78	10	0	9.81	70	30
346.805	13	346.805	3	349.811	10	0	9.728	28	49
363.358	13	363.358	3	366.364	10	0	9.939	210	9
380.885	13	380.885	3	383.892	10	0	9.926	294	5
398.413	10.926	398.413	4	402.421	6.926	1	6.926	98	40
415.446	14.663	415.446	5	420.456	9.663	1	9.663	322	5
432.48	15	432.48	5	437.489	10	0	9.979	308	5
