onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.048	13	6.048	3	9.054	10	0	9.684	322	3
23.576	11.035	23.576	3	26.582	8.035	1	8.035	154	5
40.128	14	40.128	4	44.136	10	0	9.821	280	1
57.161	13.422	57.161	4	61.169	9.422	1	9.422	140	5
74.689	13.831	74.689	5	79.699	8.831	1	8.831	196	5
91.241	11.678	91.241	3	94.247	8.678	1	8.678	70	15
107.794	14	107.794	4	111.801	10	0	9.53	308	4
124.827	12.85	124.827	5	129.837	7.85	1	7.85	182	15
142.355	13	142.355	3	145.36	10	0	9.119	210	10
158.907	13	158.907	3	161.913	10	0	7.603	294	36
175.94	13	175.94	3	178.946	10	0	9.761	84	35
192.974	15	192.974	5	197.983	10	0	9.858	364	4
210.007	14	210.007	4	214.015	10	0	9.94	350	6
227.534	13	227.534	3	230.54	10	0	6.736	98	29
244.087	9.96	244.087	4	248.095	5.96	1	5.96	42	45
260.639	15	260.639	5	265.649	10	0	9.626	252	23
278.167	8.212	278.167	4	282.175	4.212	1	4.212	28	60
295.2	15	295.2	5	300.21	10	0	9.832	168	6
313.583	14	313.583	4	317.591	10	0	9.696	56	34
330.135	15	330.135	5	335.145	10	0	9.624	336	6
349.319	15	349.319	5	354.329	10	0	4.634	224	21
366.406	15	366.406	5	371.416	10	0	9.957	112	25
383.439	7.688	383.439	4	387.447	3.688	1	3.688	14	73
400.967	13	400.967	3	403.973	10	0	9.63	266	7
418.495	15	418.495	5	423.504	10	0	9.901	126	47
436.022	11.869	436.022	3	439.028	8.869	1	8.869	238	5
