onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.531	9.549	6.531	4	10.532	5.549	1	5.549	112	50
23.083	8.43	23.083	3	26.083	5.43	1	5.43	252	45
40.618	11.15	40.618	5	45.618	6.15	1	6.15	126	56
57.653	11.254	57.653	4	61.653	7.254	1	7.254	168	48
74.188	11.01	74.188	3	77.188	8.01	1	8.01	210	42
90.739	11.346	90.739	3	93.739	8.346	1	8.346	196	44
108.274	12.013	108.274	5	113.275	7.013	1	7.013	98	56
125.809	9.625	125.809	5	130.81	4.625	1	4.625	70	59
143.344	10.745	143.344	5	148.345	5.745	1	5.745	364	29
160.879	15	160.879	5	165.879	10	0	9.708	322	33
177.431	8.34	177.431	3	180.431	5.34	1	5.34	266	40
193.982	9.746	193.982	3	196.982	6.746	1	6.746	14	67
211.517	13.579	211.517	5	216.518	8.579	1	8.579	140	51
228.552	8.645	228.552	4	232.552	4.645	1	4.645	84	54
245.104	11.372	245.104	3	248.104	8.372	1	8.372	280	39
261.655	10.132	261.655	3	264.655	7.132	1	7.132	294	36
278.69	9.541	278.69	4	282.69	5.541	1	5.541	350	30
296.225	11.095	296.225	5	301.226	6.095	1	6.095	336	35
312.76	9.698	312.76	3	315.76	6.698	1	6.698	308	35
330.295	13.216	330.295	5	335.295	8.216	1	8.216	224	44
347.33	7.624	347.33	4	351.33	3.624	1	3.624	56	60
364.365	8.432	364.365	4	368.365	4.432	1	4.432	42	63
381.4	11.196	381.4	4	385.4	7.196	1	7.196	238	41
398.935	9.517	398.935	5	403.935	4.517	1	4.517	28	63
415.953	11.006	415.953	4	419.953	7.006	1	7.006	182	44
432.505	10.547	432.505	3	435.505	7.547	1	7.547	154	46
