onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.052	11.11	6.052	5	11.062	6.11	1	6.11	238	28
23.086	9.606	23.086	3	26.091	6.606	1	6.606	196	64
40.613	10.261	40.613	5	45.623	5.261	1	5.261	84	65
57.647	9.109	57.647	3	60.652	6.109	1	6.109	350	25
74.199	14.234	74.199	5	79.209	9.234	1	9.234	224	35
91.232	8.699	91.232	4	95.24	4.699	1	4.699	168	52
107.785	9.031	107.785	4	111.793	5.031	1	5.031	252	34
125.312	6.04	125.312	5	130.322	1.04	1	1.04	14	73
142.84	6.091	142.84	3	145.846	3.091	1	3.091	98	70
159.393	4.589	159.393	3	162.398	1.589	1	1.589	42	70
176.426	14.555	176.426	5	181.436	9.555	1	9.555	266	35
193.459	12.9	193.459	5	198.469	7.9	1	7.9	322	24
210.493	14	210.493	4	214.501	10	0	6.178	294	29
227.526	6.347	227.526	3	230.532	3.347	1	3.347	182	59
244.56	9.166	244.56	3	247.565	6.166	1	6.166	280	37
261.112	7.001	261.112	3	264.118	4.001	1	4.001	210	43
278.64	10.375	278.64	4	282.647	6.375	1	6.375	308	21
296.167	5.545	296.167	4	300.175	1.545	1	1.545	70	69
312.72	8.347	312.72	3	315.726	5.347	1	5.347	28	72
329.272	11.507	329.272	4	333.28	7.507	1	7.507	154	56
346.8	10.169	346.8	5	351.81	5.169	1	5.169	126	55
364.328	15	364.328	5	369.337	10	0	8.609	336	21
380.88	15	380.88	5	385.89	10	0	9.778	364	26
398.408	6.379	398.408	4	402.416	2.379	1	2.379	112	60
414.96	6.365	414.96	3	417.966	3.365	1	3.365	56	69
432.488	6.815	432.488	4	436.496	2.815	1	2.815	140	56
