onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.525	10.508	6.525	4	10.532	6.508	1	6.508	364	19
23.077	12.358	23.077	4	27.085	8.358	1	8.358	336	23
40.11	8.329	40.11	3	43.116	5.329	1	5.329	252	28
57.638	5.817	57.638	3	60.644	2.817	1	2.817	154	60
74.191	11.519	74.191	4	78.198	7.519	1	7.519	238	36
90.743	10.324	90.743	5	95.753	5.324	1	5.324	210	35
107.295	4.644	107.295	3	110.301	1.644	1	1.644	84	67
123.848	4.851	123.848	3	126.854	1.851	1	1.851	140	61
140.4	6.442	140.4	4	144.408	2.442	1	2.442	182	57
157.928	9.415	157.928	5	162.938	4.415	1	4.415	308	34
174.48	8.685	174.48	5	179.49	3.685	1	3.685	196	56
191.033	6.311	191.033	5	196.043	1.311	1	1.311	98	68
208.561	13.627	208.561	5	213.57	8.627	1	8.627	350	22
226.088	10.829	226.088	5	231.098	5.829	1	5.829	280	32
243.616	6.363	243.616	4	247.624	2.363	1	2.363	126	64
260.649	6.743	260.649	5	265.659	1.743	1	1.743	112	63
277.683	5.604	277.683	4	281.691	1.604	1	1.604	70	67
294.716	11.743	294.716	4	298.724	7.743	1	7.743	168	54
312.244	12.244	312.244	5	317.254	7.244	1	7.244	322	23
329.771	4.802	329.771	3	332.777	1.802	1	1.802	42	71
346.805	4.252	346.805	3	349.811	1.252	1	1.252	56	72
363.357	9.935	363.357	3	366.363	6.935	1	6.935	294	30
380.391	4.624	380.391	4	384.399	0.624	1	0.624	14	74
397.918	4.4	397.918	3	400.924	1.4	1	1.4	28	72
415.446	7.524	415.446	3	418.452	4.524	1	4.524	224	35
432.479	13.285	432.479	5	437.489	8.285	1	8.285	266	39
