onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.533	14	6.533	4	10.541	10	0	7.816	364	50
23.085	13	23.085	3	26.091	10	0	7.712	140	65
39.638	5.876	39.638	3	42.644	2.876	1	2.876	84	69
56.671	12.927	56.671	5	61.681	7.927	1	7.927	112	67
73.705	9.918	73.705	5	78.715	4.918	1	4.918	266	57
90.257	9.739	90.257	4	94.265	5.739	1	5.739	238	55
107.785	14.993	107.785	5	112.795	9.993	1	9.993	280	54
124.338	10.417	124.338	4	128.346	6.417	1	6.417	336	52
141.371	9.825	141.371	4	145.379	5.825	1	5.825	70	71
158.405	11.361	158.405	4	162.412	7.361	1	7.361	168	64
175.932	13.098	175.932	4	179.94	9.098	1	9.098	126	68
193.46	10.955	193.46	5	198.47	5.955	1	5.955	308	53
210.013	10.386	210.013	5	215.022	5.386	1	5.386	210	61
227.54	8.778	227.54	3	230.546	5.778	1	5.778	224	61
245.068	14.996	245.068	5	250.078	9.996	1	9.996	322	52
262.596	7.068	262.596	3	265.602	4.068	1	4.068	28	72
279.629	8.795	279.629	3	282.635	5.795	1	5.795	252	59
297.157	6.416	297.157	3	300.163	3.416	1	3.416	154	63
314.191	7.19	314.191	4	318.199	3.19	1	3.19	14	73
331.224	9.52	331.224	3	334.23	6.52	1	6.52	56	70
347.777	10.356	347.777	4	351.784	6.356	1	6.356	182	64
364.329	8.827	364.329	3	367.335	5.827	1	5.827	294	53
380.882	7.85	380.882	5	385.891	2.85	1	2.85	98	66
398.409	5.068	398.409	3	401.415	2.068	1	2.068	42	70
414.962	13.818	414.962	5	419.972	8.818	1	8.818	196	65
432.49	10.334	432.49	5	437.5	5.334	1	5.334	350	50
