onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.04	5.387	6.04	4	10.047	1.387	1	1.387	56	70
23.567	12.221	23.567	5	28.577	7.221	1	7.221	224	62
40.12	8.33	40.12	3	43.126	5.33	1	5.33	294	55
56.672	12.755	56.672	5	61.682	7.755	1	7.755	252	56
74.2	6.251	74.2	3	77.206	3.251	1	3.251	210	57
90.753	11.028	90.753	5	95.763	6.028	1	6.028	336	50
108.28	5.831	108.28	4	112.288	1.831	1	1.831	28	72
125.314	14.075	125.314	5	130.324	9.075	1	9.075	182	61
142.347	14.546	142.347	5	147.357	9.546	1	9.546	112	64
159.875	7.999	159.875	5	164.885	2.999	1	2.999	196	61
176.428	8.368	176.428	3	179.434	5.368	1	5.368	70	69
193.955	12.006	193.955	3	196.961	9.006	1	9.006	98	67
211.483	8.466	211.483	5	216.493	3.466	1	3.466	126	68
228.036	9.918	228.036	4	232.044	5.918	1	5.918	308	53
245.069	11.053	245.069	5	250.079	6.053	1	6.053	168	64
262.103	7.749	262.103	4	266.11	3.749	1	3.749	140	66
278.655	7.813	278.655	3	281.661	4.813	1	4.813	322	52
295.208	14	295.208	4	299.215	10	0	8.54	280	56
312.735	6.702	312.735	3	315.741	3.702	1	3.702	154	65
329.769	9.908	329.769	3	332.775	6.908	1	6.908	84	69
346.802	10.498	346.802	5	351.812	5.498	1	5.498	364	50
363.836	8.73	363.836	4	367.844	4.73	1	4.73	350	50
380.869	5.961	380.869	4	384.877	1.961	1	1.961	14	72
398.397	6.317	398.397	3	401.403	3.317	1	3.317	238	62
415.925	10.654	415.925	3	418.931	7.654	1	7.654	266	58
432.477	10.192	432.477	4	436.485	6.192	1	6.192	42	70
