onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.527	13	6.527	3	9.533	10	0	6.229	84	68
23.079	13	23.079	3	26.085	10	0	7.953	294	51
40.607	13	40.607	3	43.613	10	0	6.292	238	54
57.159	14	57.159	4	63.131	10	0	1.507	42	71
75.488	13	75.488	3	78.494	10	0	7.24	210	55
93.016	14	93.016	4	97.023	10	0	0.542	28	73
110.049	14	110.049	4	114.057	10	0	6.995	350	46
126.601	15	126.601	5	131.611	10	0	8.299	336	47
144.129	15	144.129	5	149.138	10	0	9.648	224	54
161.162	15	161.162	5	166.171	10	0	8.558	182	60
177.714	13	177.714	3	180.72	10	0	1.471	70	70
194.266	7.452	194.266	4	198.274	3.452	1	3.452	56	72
211.794	9.988	211.794	3	214.8	6.988	1	6.988	98	67
228.346	9.531	228.346	4	232.354	5.531	1	5.531	308	48
244.898	9.467	244.898	3	247.904	6.467	1	6.467	322	47
262.426	11.507	262.426	5	267.435	6.507	1	6.507	196	60
279.953	9.081	279.953	5	284.963	4.081	1	4.081	126	64
296.986	14.792	296.986	5	301.996	9.792	1	9.792	168	60
313.539	14	313.539	4	317.546	10	0	8.396	280	54
330.972	8.556	330.972	4	334.98	4.556	1	4.556	140	63
347.525	12.287	347.525	5	352.534	7.287	1	7.287	252	52
364.558	5.623	364.558	4	368.566	1.623	1	1.623	14	74
381.591	13.687	381.591	5	386.601	8.687	1	8.687	112	65
399.119	10.658	399.119	3	402.124	7.658	1	7.658	266	52
416.646	10.394	416.646	3	419.652	7.394	1	7.394	154	61
433.679	10.459	433.679	5	438.689	5.459	1	5.459	364	45
