onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.042	15	6.042	5	11.043	10	0	9.907	308	21
23.077	13	23.077	3	26.077	10	0	8.901	350	17
40.112	11.77	40.112	4	44.112	7.77	1	7.77	364	15
57.647	12.353	57.647	4	61.647	8.353	1	8.353	280	21
74.682	15	74.682	5	79.682	10	0	9.811	98	44
91.233	8.961	91.233	5	96.234	3.961	1	3.961	56	60
108.752	9.841	108.752	3	111.752	6.841	1	6.841	336	21
126.287	11.514	126.287	4	130.287	7.514	1	7.514	112	42
142.838	12.643	142.838	5	147.839	7.643	1	7.643	42	65
160.357	12.556	160.357	4	164.357	8.556	1	8.556	294	21
177.392	12.661	177.392	5	182.392	7.661	1	7.661	196	22
194.927	11.184	194.927	3	197.927	8.184	1	8.184	84	51
211.478	15	211.478	5	216.479	10	0	9.995	70	61
229.013	10.052	229.013	4	233.014	6.052	1	6.052	224	20
246.548	9.983	246.548	3	249.548	6.983	1	6.983	210	21
263.1	11.029	263.1	4	267.1	7.029	1	7.029	322	20
280.135	10.145	280.135	3	283.135	7.145	1	7.145	126	40
297.17	12.697	297.17	3	300.17	9.697	1	9.697	140	44
314.705	10.547	314.705	3	317.705	7.547	1	7.547	266	23
331.739	7.961	331.739	4	335.74	3.961	1	3.961	28	70
348.274	11.067	348.274	5	353.275	6.067	1	6.067	238	21
364.826	6.73	364.826	3	367.826	3.73	1	3.73	14	70
381.377	11.647	381.377	4	385.378	7.647	1	7.647	182	48
398.396	13.585	398.396	5	403.396	8.585	1	8.585	168	42
415.914	11.825	415.914	5	420.915	6.825	1	6.825	154	40
432.466	11.914	432.466	3	435.466	8.914	1	8.914	252	23
