onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.024	10.132	7.024	5	12.024	5.132	1	5.132	70	58
24.559	11.12	24.559	5	29.559	6.12	1	6.12	308	22
41.594	12.438	41.594	5	46.594	7.438	1	7.438	126	34
58.145	11.002	58.145	4	62.146	7.002	1	7.002	364	21
75.664	11.501	75.664	4	79.664	7.501	1	7.501	238	22
93.198	9.476	93.198	3	96.199	6.476	1	6.476	350	21
109.75	9.929	109.75	4	113.75	5.929	1	5.929	196	21
126.768	10.229	126.768	3	129.769	7.229	1	7.229	210	22
143.787	7.229	143.787	4	147.787	3.229	1	3.229	42	70
161.322	7.158	161.322	3	164.322	4.158	1	4.158	28	71
178.357	8.099	178.357	3	181.357	5.099	1	5.099	154	28
195.391	9.993	195.391	4	199.392	5.993	1	5.993	266	22
211.943	9.242	211.943	3	214.943	6.242	1	6.242	182	24
228.495	11.59	228.495	5	233.495	6.59	1	6.59	98	53
245.53	11.434	245.53	4	249.53	7.434	1	7.434	294	22
262.081	8.058	262.081	5	267.082	3.058	1	3.058	112	50
278.633	11.93	278.633	4	282.633	7.93	1	7.93	168	28
295.184	9.491	295.184	3	298.184	6.491	1	6.491	336	22
312.719	6.969	312.719	4	316.72	2.969	1	2.969	14	71
330.254	11.724	330.254	5	335.255	6.724	1	6.724	84	60
347.272	9.308	347.272	3	350.273	6.308	1	6.308	140	32
363.824	10.143	363.824	5	368.824	5.143	1	5.143	322	22
381.359	8.484	381.359	3	384.359	5.484	1	5.484	280	22
398.894	9.151	398.894	3	401.894	6.151	1	6.151	224	23
415.929	8.749	415.929	5	420.929	3.749	1	3.749	56	68
432.48	12.589	432.48	5	437.481	7.589	1	7.589	252	23
