onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.048	13.806	6.048	4	10.056	9.806	1	9.806	182	70
23.081	6.658	23.081	4	27.089	2.658	1	2.658	70	75
40.114	13	40.114	3	43.12	10	0	9.648	252	59
57.642	10.238	57.642	3	60.648	7.238	1	7.238	224	68
74.675	8.529	74.675	4	78.683	4.529	1	4.529	168	71
91.709	12.775	91.709	4	95.716	8.775	1	8.775	364	54
108.742	8.331	108.742	4	112.75	4.331	1	4.331	14	75
126.27	15	126.27	5	131.279	10	0	9.167	280	63
143.303	10.669	143.303	5	148.313	5.669	1	5.669	112	74
160.83	15	160.83	5	165.84	10	0	9.433	350	55
178.358	13	178.358	3	181.364	10	0	9.548	154	73
195.886	15	195.886	5	200.896	10	0	5.959	322	58
212.919	11.13	212.919	5	217.929	6.13	1	6.13	266	65
229.471	11.218	229.471	5	234.481	6.218	1	6.218	196	59
246.999	5.576	246.999	3	250.005	2.576	1	2.576	28	75
263.551	15	263.551	5	268.561	10	0	8.45	210	69
282.802	15	282.802	5	287.812	10	0	9.663	308	56
299.355	4.546	299.355	3	302.361	1.546	1	1.546	140	70
316.882	6.676	316.882	3	319.888	3.676	1	3.676	42	75
333.435	9.191	333.435	5	338.445	4.191	1	4.191	98	74
350.962	10.682	350.962	4	354.97	6.682	1	6.682	126	74
367.515	5.776	367.515	3	370.521	2.776	1	2.776	84	75
384.548	7.557	384.548	3	387.554	4.557	1	4.557	56	75
401.1	14	401.1	4	405.108	10	0	9.382	238	65
417.653	8.189	417.653	3	420.659	5.189	1	5.189	294	63
434.205	10.873	434.205	4	438.213	6.873	1	6.873	336	58
