onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.034	15	6.034	5	11.034	10	0	10	154	65
22.585	14	22.585	4	26.585	10	0	10	322	60
39.604	15	39.604	5	44.604	10	0	10	308	61
57.122	14	57.122	4	61.122	10	0	10	350	60
73.674	13	73.674	3	76.674	10	0	10	112	66
91.209	6.3	91.209	4	95.209	2.3	1	2.3	14	74
107.76	13	107.76	3	110.76	10	0	10	28	72
124.778	10.551	124.778	3	127.778	7.551	1	7.551	364	58
141.33	15	141.33	5	146.33	10	0	10	168	65
158.865	14	158.865	4	162.865	10	0	10	238	62
176.4	13.801	176.4	5	181.4	8.801	1	8.801	70	69
193.935	13	193.935	3	196.935	10	0	10	210	63
210.97	15	210.97	5	215.97	10	0	10	140	65
228.005	14	228.005	4	232.005	10	0	10	126	64
245.04	13	245.04	3	248.04	10	0	10	252	61
262.575	8.584	262.575	4	266.575	4.584	1	4.584	182	65
279.61	8.701	279.61	3	282.61	5.701	1	5.701	266	62
296.645	15	296.645	5	301.645	10	0	10	224	62
314.18	14	314.18	4	318.18	10	0	10	98	69
331.215	15	331.215	5	336.215	10	0	10	56	70
347.766	15	347.766	5	352.766	10	0	10	294	60
364.301	5.367	364.301	3	367.301	2.367	1	2.367	336	60
380.853	13.367	380.853	4	384.853	9.367	1	9.367	84	68
398.388	10.551	398.388	3	401.388	7.551	1	7.551	42	71
414.939	12.868	414.939	3	417.939	9.868	1	9.868	280	62
432.474	14.485	432.474	5	437.474	9.485	1	9.485	196	64
