onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.023	8.753	7.023	4	11.033	4.753	1	4.753	168	58
24.547	9.793	24.547	4	28.556	5.793	1	5.793	294	54
41.086	11.654	41.086	4	45.095	7.654	1	7.654	364	47
58.626	6.284	58.626	5	63.638	1.284	1	1.284	28	73
75.649	9.468	75.649	5	80.66	4.468	1	4.468	280	59
92.688	8.782	92.688	5	97.7	3.782	1	3.782	182	65
110.212	7.669	110.212	4	114.222	3.669	1	3.669	196	65
127.736	8.43	127.736	3	130.743	5.43	1	5.43	210	60
144.274	8.072	144.274	4	148.284	4.072	1	4.072	98	66
161.798	8.068	161.798	3	164.805	5.068	1	5.068	252	56
178.821	9.171	178.821	5	183.833	4.171	1	4.171	126	63
195.844	6.907	195.844	3	198.851	3.907	1	3.907	112	66
212.883	6.733	212.883	3	215.89	3.733	1	3.733	56	69
229.422	10.012	229.422	5	234.433	5.012	1	5.012	224	57
246.962	9.957	246.962	5	251.974	4.957	1	4.957	336	59
263.501	7.975	263.501	3	266.507	4.975	1	4.975	154	62
280.54	7.313	280.54	5	285.552	2.313	1	2.313	70	67
297.095	7.045	297.095	4	301.104	3.045	1	3.045	42	71
313.65	10.48	313.65	3	316.657	7.48	1	7.48	308	50
331.191	11.338	331.191	3	334.198	8.338	1	8.338	238	56
347.746	8.188	347.746	5	352.757	3.188	1	3.188	84	67
364.785	10.411	364.785	4	368.794	6.411	1	6.411	350	49
381.34	8.075	381.34	3	384.347	5.075	1	5.075	14	65
398.38	7.556	398.38	4	402.389	3.556	1	3.556	140	62
414.935	8.465	414.935	3	417.941	5.465	1	5.465	266	54
432.475	8.556	432.475	5	437.487	3.556	1	3.556	322	64
