onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.531	7.41	6.531	3	9.538	4.41	1	4.41	294	56
23.57	9.546	23.57	4	27.579	5.546	1	5.546	252	54
40.108	6.045	40.108	3	43.115	3.045	1	3.045	266	64
56.647	12.77	56.647	4	60.656	8.77	1	8.77	322	46
73.202	7.359	73.202	5	78.213	2.359	1	2.359	154	67
89.757	9.847	89.757	4	93.766	5.847	1	5.847	14	69
106.796	5.159	106.796	3	109.803	2.159	1	2.159	56	69
124.32	11.972	124.32	5	129.332	6.972	1	6.972	364	46
141.343	10.055	141.343	4	145.352	6.055	1	6.055	168	62
158.883	8.638	158.883	5	163.895	3.638	1	3.638	140	65
176.424	6.963	176.424	3	179.431	3.963	1	3.963	98	67
193.948	8.67	193.948	4	197.957	4.67	1	4.67	238	57
211.489	7.266	211.489	4	215.498	3.266	1	3.266	70	66
229.029	8.824	229.029	3	232.036	5.824	1	5.824	196	55
246.553	10.756	246.553	5	251.565	5.756	1	5.756	210	51
263.091	8.705	263.091	5	268.103	3.705	1	3.705	126	62
279.63	7.58	279.63	5	284.641	2.58	1	2.58	112	66
297.17	7.337	297.17	3	300.177	4.337	1	4.337	336	61
314.193	9.323	314.193	3	317.2	6.323	1	6.323	350	47
331.717	7.925	331.717	5	336.729	2.925	1	2.925	84	69
348.272	8.484	348.272	4	352.281	4.484	1	4.484	42	68
364.827	12.669	364.827	5	369.839	7.669	1	7.669	28	69
381.382	11.36	381.382	3	384.389	8.36	1	8.36	280	47
398.421	11.357	398.421	5	403.433	6.357	1	6.357	224	51
415.444	6.721	415.444	3	418.451	3.721	1	3.721	182	62
432.467	8.113	432.467	4	436.476	4.113	1	4.113	308	58
