onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.043	7.457	6.043	5	11.053	2.457	1	2.457	196	75
22.596	6.092	22.596	3	25.602	3.092	1	3.092	84	75
39.629	10.146	39.629	4	43.637	6.146	1	6.146	168	75
57.157	7.092	57.157	4	61.164	3.092	1	3.092	126	75
73.709	6.668	73.709	4	77.717	2.668	1	2.668	336	75
90.742	5.097	90.742	3	93.748	2.097	1	2.097	252	75
107.776	8.661	107.776	3	110.782	5.661	1	5.661	56	75
124.809	6.315	124.809	4	128.817	2.315	1	2.315	70	75
141.842	6.134	141.842	4	145.85	2.134	1	2.134	14	75
158.876	6.876	158.876	5	163.885	1.876	1	1.876	266	75
176.403	7.799	176.403	5	181.413	2.799	1	2.799	280	75
193.931	6.742	193.931	3	196.937	3.742	1	3.742	224	75
210.483	5.072	210.483	3	213.489	2.072	1	2.072	294	75
227.036	5.714	227.036	3	230.041	2.714	1	2.714	140	75
243.588	6.473	243.588	4	247.596	2.473	1	2.473	238	75
261.116	5.719	261.116	3	264.121	2.719	1	2.719	28	75
278.643	5.212	278.643	3	281.649	2.212	1	2.212	42	75
295.677	7.083	295.677	5	300.686	2.083	1	2.083	112	75
312.229	10.045	312.229	5	317.239	5.045	1	5.045	98	75
329.262	10.567	329.262	4	333.27	6.567	1	6.567	364	75
346.79	8.63	346.79	5	351.8	3.63	1	3.63	350	75
364.317	8.324	364.317	5	369.327	3.324	1	3.324	322	75
381.845	8.269	381.845	3	384.851	5.269	1	5.269	154	75
398.397	7.949	398.397	4	402.405	3.949	1	3.949	182	75
414.95	7.602	414.95	5	419.96	2.602	1	2.602	210	75
432.477	6.814	432.477	5	437.487	1.814	1	1.814	308	75
