onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.537	6.171	6.537	5	11.538	1.171	1	1.171	28	74
24.072	10.988	24.072	4	28.072	6.988	1	6.988	126	68
41.607	9.305	41.607	5	46.608	4.305	1	4.305	280	44
58.159	6.514	58.159	5	63.159	1.514	1	1.514	14	74
75.694	10.078	75.694	4	79.694	6.078	1	6.078	336	36
92.245	12.217	92.245	3	95.245	9.217	1	9.217	322	38
108.797	10.176	108.797	5	113.797	5.176	1	5.176	112	70
126.332	5.749	126.332	4	130.332	1.749	1	1.749	98	70
142.883	6.931	142.883	4	146.884	2.931	1	2.931	70	70
159.902	10.021	159.902	3	162.902	7.021	1	7.021	196	63
177.437	10.348	177.437	4	181.437	6.348	1	6.348	350	36
193.988	9.917	193.988	3	196.988	6.917	1	6.917	308	39
211.523	9.925	211.523	3	214.523	6.925	1	6.925	154	68
228.541	13.018	228.541	4	232.542	9.018	1	9.018	238	55
245.076	8.332	245.076	3	248.077	5.332	1	5.332	266	50
262.095	7.097	262.095	3	265.095	4.097	1	4.097	168	66
278.646	9.82	278.646	5	283.647	4.82	1	4.82	182	63
295.681	13	295.681	3	298.681	10	0	9.89	252	44
313.216	11.072	313.216	5	318.216	6.072	1	6.072	140	66
330.234	8.279	330.234	4	334.235	4.279	1	4.279	364	36
346.769	13	346.769	3	349.769	10	0	9.967	210	46
364.304	8.745	364.304	5	369.305	3.745	1	3.745	224	44
381.339	6.607	381.339	4	385.339	2.607	1	2.607	56	72
398.374	7.246	398.374	3	401.374	4.246	1	4.246	42	72
414.926	6.939	414.926	5	419.926	1.939	1	1.939	84	66
432.444	15	432.444	5	437.444	10	0	9.966	294	42
