onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.038	11.083	6.038	5	11.038	6.083	1	6.083	84	50
23.072	9.438	23.072	5	28.073	4.438	1	4.438	266	29
40.607	12.121	40.607	5	45.608	7.121	1	7.121	350	21
58.143	11.896	58.143	4	62.143	7.896	1	7.896	280	26
74.694	7.675	74.694	3	77.694	4.675	1	4.675	252	33
91.729	8.943	91.729	5	96.729	3.943	1	3.943	112	36
109.264	9.361	109.264	4	113.264	5.361	1	5.361	322	27
125.816	8.034	125.816	3	128.816	5.034	1	5.034	98	41
143.351	7.272	143.351	3	146.351	4.272	1	4.272	126	31
159.902	9.944	159.902	4	163.902	5.944	1	5.944	364	26
176.937	9.492	176.937	5	181.938	4.492	1	4.492	70	55
193.972	7.396	193.972	4	197.972	3.396	1	3.396	154	45
210.524	10.614	210.524	5	215.524	5.614	1	5.614	196	31
227.558	10.316	227.558	4	231.559	6.316	1	6.316	224	26
245.093	8.088	245.093	5	250.094	3.088	1	3.088	14	71
261.645	7.776	261.645	3	264.645	4.776	1	4.776	238	29
278.68	6.746	278.68	5	283.68	1.746	1	1.746	28	65
295.232	8.794	295.232	4	299.232	4.794	1	4.794	210	26
312.766	6.491	312.766	3	315.767	3.491	1	3.491	56	50
330.302	8.096	330.302	3	333.302	5.096	1	5.096	182	30
347.336	8.342	347.336	5	352.337	3.342	1	3.342	140	45
364.871	11.203	364.871	3	367.872	8.203	1	8.203	336	20
381.423	10.544	381.423	3	384.423	7.544	1	7.544	294	27
398.958	9.724	398.958	4	402.958	5.724	1	5.724	308	19
415.51	8.92	415.51	3	418.51	5.92	1	5.92	168	26
432.544	5.829	432.544	4	436.545	1.829	1	1.829	42	61
