onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.047	10.662	6.047	5	11.048	5.662	1	5.662	294	32
23.582	8.763	23.582	3	26.582	5.763	1	5.763	308	28
41.117	9.475	41.117	4	45.118	5.475	1	5.475	238	28
57.669	10.176	57.669	5	62.669	5.176	1	5.176	98	40
75.204	9.27	75.204	5	80.204	4.27	1	4.27	210	34
92.239	10.186	92.239	4	96.239	6.186	1	6.186	336	18
108.79	10.613	108.79	4	112.791	6.613	1	6.613	364	24
126.325	11.911	126.325	5	131.326	6.911	1	6.911	266	29
143.36	9.194	143.36	5	148.361	4.194	1	4.194	182	35
159.912	8.389	159.912	5	164.912	3.389	1	3.389	84	45
177.447	8.865	177.447	3	180.447	5.865	1	5.865	252	36
194.982	6.35	194.982	3	197.982	3.35	1	3.35	28	71
211.533	5.367	211.533	3	214.533	2.367	1	2.367	154	57
228.568	5.882	228.568	3	231.568	2.882	1	2.882	112	58
245.603	8.04	245.603	4	249.603	4.04	1	4.04	140	47
262.155	7.734	262.155	3	265.155	4.734	1	4.734	224	30
278.706	8.137	278.706	4	282.709	4.137	1	4.137	196	34
295.741	7.697	295.741	3	298.741	4.697	1	4.697	322	30
313.276	10.824	313.276	5	318.277	5.824	1	5.824	350	29
330.311	7.509	330.311	4	334.311	3.509	1	3.509	42	63
346.863	7.662	346.863	3	349.863	4.662	1	4.662	280	30
363.431	6.935	363.431	5	368.431	1.935	1	1.935	70	67
380.466	8.778	380.466	4	384.466	4.778	1	4.778	126	36
397.501	8.209	397.501	5	402.501	3.209	1	3.209	56	53
415.036	7.04	415.036	3	418.036	4.04	1	4.04	168	39
432.571	6.261	432.571	4	436.571	2.261	1	2.261	14	71
