onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.051	12.074	6.051	5	11.052	7.074	1	7.074	14	61
23.586	10.231	23.586	4	27.587	6.231	1	6.231	168	30
41.121	9.586	41.121	5	46.122	4.586	1	4.586	56	40
57.656	9.331	57.656	3	60.656	6.331	1	6.331	126	30
74.208	13	74.208	3	77.208	10	0	9.841	112	36
90.759	13.946	90.759	5	95.76	8.946	1	8.946	364	20
107.794	14	107.794	4	111.795	10	0	9.999	350	22
124.812	8.561	124.812	4	128.813	4.561	1	4.561	42	40
141.864	8.006	141.864	3	144.864	5.006	1	5.006	84	34
158.899	10.075	158.899	4	162.899	6.075	1	6.075	252	24
176.434	7.268	176.434	3	179.434	4.268	1	4.268	70	38
193.969	9.087	193.969	3	196.969	6.087	1	6.087	280	20
211.504	10.453	211.504	5	216.504	5.453	1	5.453	322	20
229.039	10.882	229.039	4	233.039	6.882	1	6.882	98	34
245.59	12.273	245.59	5	250.591	7.273	1	7.273	294	20
262.625	9.656	262.625	5	267.643	4.656	1	4.656	28	50
279.16	9.514	279.16	3	282.161	6.514	1	6.514	238	17
296.179	8.12	296.179	4	300.179	4.12	1	4.12	140	34
312.73	10.183	312.73	5	317.731	5.183	1	5.183	224	23
329.282	8.825	329.282	4	333.282	4.825	1	4.825	196	32
346.817	9.754	346.817	3	349.817	6.754	1	6.754	336	18
364.335	10.41	364.335	5	369.335	5.41	1	5.41	182	33
381.37	8.893	381.37	4	385.37	4.893	1	4.893	210	36
398.905	12.558	398.905	5	403.905	7.558	1	7.558	308	16
415.94	6.893	415.94	3	418.94	3.893	1	3.893	154	36
432.491	8.722	432.491	3	435.492	5.722	1	5.722	266	32
