onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.531	10.773	6.531	4	10.539	6.773	1	6.773	364	50
24.059	10.579	24.059	5	29.069	5.579	1	5.579	350	50
41.586	11.257	41.586	5	46.596	6.257	1	6.257	280	54
58.62	13.7	58.62	4	62.628	9.7	1	9.7	168	62
75.653	6.267	75.653	4	79.661	2.267	1	2.267	14	70
93.181	9.318	93.181	3	96.187	6.318	1	6.318	224	56
110.708	9.58	110.708	5	115.718	4.58	1	4.58	322	53
127.261	13	127.261	3	130.267	10	0	8.566	84	67
143.813	14.53	143.813	5	148.823	9.53	1	9.53	210	57
160.846	10.219	160.846	5	165.856	5.219	1	5.219	112	64
177.399	7.735	177.399	5	182.409	2.735	1	2.735	98	65
194.432	13	194.432	3	197.438	10	0	9.941	252	58
211.96	7.802	211.96	4	215.968	3.802	1	3.802	126	63
229.487	9.5	229.487	5	234.497	4.5	1	4.5	308	53
246.04	12.361	246.04	4	250.047	8.361	1	8.361	336	51
263.073	11.239	263.073	4	267.081	7.239	1	7.239	70	66
280.106	12.213	280.106	5	285.116	7.213	1	7.213	266	57
296.659	9.384	296.659	5	301.668	4.384	1	4.384	196	55
314.186	5.689	314.186	3	317.192	2.689	1	2.689	28	70
330.739	7.625	330.739	3	333.745	4.625	1	4.625	140	63
348.266	7.584	348.266	3	351.272	4.584	1	4.584	42	69
364.819	8.182	364.819	4	368.826	4.182	1	4.182	238	58
381.852	5.859	381.852	3	384.858	2.859	1	2.859	56	69
398.404	9.038	398.404	3	401.41	6.038	1	6.038	294	52
415.932	6.038	415.932	3	418.938	3.038	1	3.038	154	62
432.484	9.778	432.484	4	436.492	5.778	1	5.778	182	62
