onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.525	14.037	6.525	5	11.535	9.037	1	9.037	364	50
23.558	6.259	23.558	4	27.566	2.259	1	2.259	14	70
41.086	10.901	41.086	3	44.092	7.901	1	7.901	210	58
57.638	9.596	57.638	3	60.644	6.596	1	6.596	294	55
74.671	8.217	74.671	4	78.679	4.217	1	4.217	140	65
92.199	7.416	92.199	5	97.209	2.416	1	2.416	126	65
108.751	10.828	108.751	5	113.761	5.828	1	5.828	252	56
125.304	10.52	125.304	4	129.312	6.52	1	6.52	308	54
142.831	6.095	142.831	4	146.839	2.095	1	2.095	28	70
160.359	10.736	160.359	5	165.369	5.736	1	5.736	196	58
176.911	13.701	176.911	4	180.919	9.701	1	9.701	280	55
193.945	6.218	193.945	3	196.951	3.218	1	3.218	84	68
210.978	13.995	210.978	4	214.986	9.995	1	9.995	350	52
228.506	6.186	228.506	3	231.512	3.186	1	3.186	154	64
245.539	9.136	245.539	5	250.549	4.136	1	4.136	112	65
262.091	11.06	262.091	4	266.099	7.06	1	7.06	42	69
278.644	6.736	278.644	3	281.65	3.736	1	3.736	70	68
296.171	11.583	296.171	3	299.177	8.583	1	8.583	238	58
313.205	11.75	313.205	5	318.214	6.75	1	6.75	168	63
330.732	13.136	330.732	5	335.742	8.136	1	8.136	224	56
348.26	10.44	348.26	3	351.266	7.44	1	7.44	266	55
364.812	10.766	364.812	4	368.82	6.766	1	6.766	56	69
381.365	14.616	381.365	5	386.374	9.616	1	9.616	336	53
398.398	11.496	398.398	5	403.408	6.496	1	6.496	182	62
414.95	8.065	414.95	3	417.956	5.065	1	5.065	322	55
432.478	7.873	432.478	3	435.484	4.873	1	4.873	98	67
