onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.019	13	7.019	3	10.024	10	0	8.333	294	40
23.571	15	23.571	5	28.581	10	0	9.859	224	46
41.099	14	41.099	4	45.106	10	0	9.793	98	57
58.626	15	58.626	5	63.636	10	0	9.842	336	38
75.179	12.3	75.179	4	79.186	8.3	1	8.3	182	58
92.212	12.927	92.212	5	97.222	7.927	1	7.927	308	40
108.764	11.957	108.764	5	113.774	6.957	1	6.957	266	51
125.798	9.482	125.798	4	129.805	5.482	1	5.482	168	55
143.325	11.226	143.325	4	147.333	7.226	1	7.226	350	38
160.853	13.15	160.853	5	165.863	8.15	1	8.15	196	42
177.886	7.786	177.886	3	180.892	4.786	1	4.786	14	70
194.919	12.083	194.919	3	197.925	9.083	1	9.083	154	49
212.447	9.208	212.447	4	216.455	5.208	1	5.208	42	65
228.999	14	228.999	4	233.007	10	0	9.056	238	54
245.552	9.119	245.552	3	248.558	6.119	1	6.119	210	56
262.104	14.866	262.104	5	267.114	9.866	1	9.866	364	40
279.137	7.285	279.137	3	282.143	4.285	1	4.285	28	70
295.69	8.319	295.69	3	298.696	5.319	1	5.319	280	54
312.723	6.603	312.723	3	315.729	3.603	1	3.603	126	61
329.756	14.343	329.756	5	334.766	9.343	1	9.343	322	43
347.284	10.644	347.284	3	350.29	7.644	1	7.644	252	54
363.836	7.697	363.836	5	368.846	2.697	1	2.697	56	66
380.389	11.965	380.389	4	384.397	7.965	1	7.965	84	62
397.916	8.99	397.916	5	402.926	3.99	1	3.99	140	58
415.444	10.908	415.444	3	418.45	7.908	1	7.908	112	58
432.477	13.286	432.477	4	436.485	9.286	1	9.286	70	59
