onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.04	8.071	6.04	4	10.048	4.071	1	4.071	336	55
22.592	6.959	22.592	3	25.598	3.959	1	3.959	140	67
39.625	9.483	39.625	4	43.633	5.483	1	5.483	168	65
57.153	5.807	57.153	3	60.159	2.807	1	2.807	28	75
74.68	10.775	74.68	4	78.688	6.775	1	6.775	126	63
91.233	9.52	91.233	5	96.242	4.52	1	4.52	98	65
108.76	11.672	108.76	5	113.77	6.672	1	6.672	280	56
125.312	10.525	125.312	4	129.32	6.525	1	6.525	238	60
141.864	13.817	141.864	5	146.874	8.817	1	8.817	196	55
158.898	9.481	158.898	4	162.905	5.481	1	5.481	70	70
176.425	6.877	176.425	3	179.431	3.877	1	3.877	224	60
193.458	7.537	193.458	3	196.464	4.537	1	4.537	56	68
210.011	8.773	210.011	5	215.02	3.773	1	3.773	210	60
227.538	5.172	227.538	3	230.544	2.172	1	2.172	42	72
244.571	8.737	244.571	5	249.581	3.737	1	3.737	112	68
261.604	8.786	261.604	5	266.614	3.786	1	3.786	266	58
279.132	15	279.132	5	284.142	10	0	8.115	350	51
296.472	8.589	296.472	4	300.48	4.589	1	4.589	14	75
313.505	8.11	313.505	3	316.511	5.11	1	5.11	252	60
331.033	9.528	331.033	5	336.043	4.528	1	4.528	308	60
348.066	8.828	348.066	4	352.074	4.828	1	4.828	364	55
364.618	10.807	364.618	3	367.624	7.807	1	7.807	294	58
382.146	9.571	382.146	3	385.152	6.571	1	6.571	154	60
398.698	6.282	398.698	3	401.704	3.282	1	3.282	84	68
416.226	10.815	416.226	5	421.235	5.815	1	5.815	322	62
432.778	8.557	432.778	4	436.786	4.557	1	4.557	182	60
