onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.528	6.932	6.528	3	9.534	3.932	1	3.932	84	60
23.561	8.238	23.561	4	27.569	4.238	1	4.238	140	45
40.114	10.024	40.114	3	43.119	7.024	1	7.024	322	15
56.666	7.166	56.666	4	60.673	3.166	1	3.166	56	62
73.699	14	73.699	4	77.707	10	0	9.595	350	12
91.226	12.274	91.226	5	96.236	7.274	1	7.274	196	40
108.754	15	108.754	5	113.763	10	0	9.927	224	30
126.281	11.994	126.281	5	131.291	6.994	1	6.994	126	45
143.808	7.351	143.808	3	146.814	4.351	1	4.351	154	45
160.841	12.797	160.841	5	165.851	7.797	1	7.797	364	10
177.394	13.473	177.394	5	182.403	8.473	1	8.473	336	20
194.921	13	194.921	3	197.927	10	0	9.201	238	43
211.473	12.597	211.473	4	215.481	8.597	1	8.597	308	17
228.506	9.343	228.506	5	233.516	4.343	1	4.343	182	40
246.034	10.344	246.034	3	249.04	7.344	1	7.344	210	35
263.067	9.355	263.067	5	268.077	4.355	1	4.355	112	45
280.594	7.757	280.594	3	283.6	4.757	1	4.757	98	50
297.146	9.825	297.146	3	300.152	6.825	1	6.825	294	20
313.699	10.785	313.699	5	318.708	5.785	1	5.785	252	25
330.732	7.029	330.732	4	334.739	3.029	1	3.029	14	70
348.259	5.976	348.259	4	352.267	1.976	1	1.976	28	65
364.811	10.946	364.811	4	368.819	6.946	1	6.946	280	20
381.844	12.25	381.844	5	386.854	7.25	1	7.25	168	39
398.396	8.403	398.396	3	401.402	5.403	1	5.403	70	60
414.949	6.241	414.949	4	418.956	2.241	1	2.241	42	65
432.476	12.885	432.476	3	435.482	9.885	1	9.885	266	25
