onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.043	10.04	6.043	3	9.043	7.04	1	7.04	294	37
23.578	9.895	23.578	3	26.578	6.895	1	6.895	224	39
40.613	9.954	40.613	5	45.613	4.954	1	4.954	112	51
58.148	12.93	58.148	3	61.148	9.93	1	9.93	42	60
75.183	8.187	75.183	3	78.183	5.187	1	5.187	56	58
92.717	10.375	92.717	5	97.718	5.375	1	5.375	322	33
110.236	10.622	110.236	3	113.236	7.622	1	7.622	154	44
127.754	9.545	127.754	5	132.755	4.545	1	4.545	350	35
144.789	13.498	144.789	5	149.79	8.498	1	8.498	266	41
162.307	9.707	162.307	5	167.308	4.707	1	4.707	308	35
179.342	12.291	179.342	4	183.343	8.291	1	8.291	14	64
196.361	7.947	196.361	4	200.361	3.947	1	3.947	168	50
213.896	12.122	213.896	5	218.896	7.122	1	7.122	280	38
230.931	7.78	230.931	4	234.931	3.78	1	3.78	70	61
247.482	11.93	247.482	4	251.482	7.93	1	7.93	336	34
265.017	7.71	265.017	3	268.017	4.71	1	4.71	28	62
281.569	11.464	281.569	3	284.569	8.464	1	8.464	140	46
298.12	9.163	298.12	4	302.121	5.163	1	5.163	182	47
314.672	11.984	314.672	5	319.672	6.984	1	6.984	196	49
331.207	11.707	331.207	5	336.207	6.707	1	6.707	210	45
347.758	10.504	347.758	5	352.759	5.504	1	5.504	98	50
364.31	7.102	364.31	3	367.31	4.102	1	4.102	84	52
380.861	11.399	380.861	4	384.862	7.399	1	7.399	238	36
398.38	9.214	398.38	4	402.38	5.214	1	5.214	126	46
415.415	7.8	415.415	3	418.415	4.8	1	4.8	252	36
432.45	10.076	432.45	4	436.45	6.076	1	6.076	364	30
