onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.045	5.725	6.045	3	9.046	2.725	1	2.725	28	75
23.564	8.201	23.564	3	26.564	5.201	1	5.201	294	50
40.599	9.31	40.599	5	45.599	4.31	1	4.31	56	70
57.15	12.199	57.15	5	62.151	7.199	1	7.199	126	68
74.168	10.769	74.168	5	79.169	5.769	1	5.769	308	50
91.687	9.53	91.687	3	94.687	6.53	1	6.53	182	60
108.238	9.421	108.238	4	112.239	5.421	1	5.421	238	55
124.79	8.819	124.79	4	128.79	4.819	1	4.819	210	55
142.325	10.417	142.325	4	146.325	6.417	1	6.417	14	75
158.876	14.743	158.876	5	163.877	9.743	1	9.743	84	65
176.395	8.073	176.395	4	180.395	4.073	1	4.073	280	55
193.43	8.309	193.43	5	198.43	3.309	1	3.309	98	70
210.965	9.144	210.965	5	215.965	4.144	1	4.144	70	70
227.516	10.837	227.516	3	230.517	7.837	1	7.837	140	65
244.535	5.957	244.535	4	248.535	1.957	1	1.957	196	65
262.07	11.175	262.07	5	267.07	6.175	1	6.175	224	55
279.104	9.091	279.104	3	282.105	6.091	1	6.091	252	55
296.623	7.069	296.623	3	299.623	4.069	1	4.069	266	55
313.174	10.131	313.174	4	317.175	6.131	1	6.131	168	60
330.709	8.236	330.709	3	333.71	5.236	1	5.236	350	50
347.261	8.933	347.261	3	350.261	5.933	1	5.933	154	60
364.296	9.155	364.296	3	367.296	6.155	1	6.155	336	55
381.314	8.719	381.314	5	386.315	3.719	1	3.719	42	75
398.849	11.595	398.849	5	403.85	6.595	1	6.595	112	60
415.884	14	415.884	4	419.884	10	0	9.569	322	54
432.436	7.956	432.436	4	436.436	3.956	1	3.956	364	50
