onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.049	8.31	6.049	4	10.057	4.31	1	4.31	56	70
22.601	7.308	22.601	4	26.609	3.308	1	3.308	42	70
40.129	10.284	40.129	5	45.139	5.284	1	5.284	126	60
57.162	12.67	57.162	5	62.172	7.67	1	7.67	168	60
73.715	10.108	73.715	4	77.723	6.108	1	6.108	308	55
90.748	9.549	90.748	4	94.756	5.549	1	5.549	14	70
108.276	9.438	108.276	3	111.282	6.438	1	6.438	98	70
125.803	8.323	125.803	3	128.809	5.323	1	5.323	266	55
143.331	7.551	143.331	3	146.337	4.551	1	4.551	154	60
159.883	9.213	159.883	3	162.889	6.213	1	6.213	294	55
176.917	14	176.917	4	180.924	10	0	8.032	140	60
193.469	10.317	193.469	5	198.479	5.317	1	5.317	336	55
210.502	10.618	210.502	5	215.512	5.618	1	5.618	112	60
227.536	10.714	227.536	5	232.545	5.714	1	5.714	364	55
244.088	7.733	244.088	3	247.094	4.733	1	4.733	322	57
261.616	13.117	261.616	5	266.625	8.117	1	8.117	224	60
278.649	10.181	278.649	5	283.659	5.181	1	5.181	182	65
295.201	4.773	295.201	3	298.207	1.773	1	1.773	70	70
312.235	8.344	312.235	4	316.242	4.344	1	4.344	350	55
329.762	10.252	329.762	5	334.772	5.252	1	5.252	196	60
347.29	6.088	347.29	4	351.298	2.088	1	2.088	28	70
364.817	13	364.817	3	367.823	10	0	9.547	238	60
381.37	15	381.37	5	386.38	10	0	6.93	252	55
398.403	13	398.403	3	401.409	10	0	4.224	84	70
414.955	9.814	414.955	4	418.963	5.814	1	5.814	280	55
432.483	12.338	432.483	3	435.489	9.338	1	9.338	210	55
