onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.533	11.303	6.533	3	9.539	8.303	1	8.303	280	65
23.566	10.524	23.566	3	26.572	7.524	1	7.524	196	66
41.094	12.086	41.094	4	45.101	8.086	1	8.086	140	55
57.646	6.976	57.646	3	60.652	3.976	1	3.976	56	69
74.679	11.94	74.679	4	78.687	7.94	1	7.94	168	65
91.713	6.615	91.713	3	96.669	3.615	1	3.615	350	55
108.265	11.093	108.265	3	111.271	8.093	1	8.093	210	55
125.793	14.519	125.793	5	130.802	9.519	1	9.519	126	60
142.826	11.493	142.826	4	146.834	7.493	1	7.493	294	55
160.354	5.447	160.354	4	164.361	1.447	1	1.447	70	70
177.387	7.376	177.387	3	180.393	4.376	1	4.376	182	60
193.939	11.395	193.939	5	198.949	6.395	1	6.395	238	55
211.467	8.552	211.467	5	216.477	3.552	1	3.552	336	55
228.5	12.648	228.5	5	233.51	7.648	1	7.648	266	58
245.052	11.461	245.052	5	250.062	6.461	1	6.461	224	55
262.58	9.27	262.58	4	266.588	5.27	1	5.27	308	55
279.613	11.572	279.613	5	284.623	6.572	1	6.572	322	55
296.166	7.591	296.166	4	300.174	3.591	1	3.591	252	60
313.693	10.986	313.693	5	318.703	5.986	1	5.986	14	70
330.246	10.108	330.246	4	334.254	6.108	1	6.108	154	65
347.773	8.349	347.773	4	351.781	4.349	1	4.349	112	65
364.326	5.974	364.326	3	367.332	2.974	1	2.974	28	70
380.878	10.411	380.878	5	385.888	5.411	1	5.411	364	55
398.406	11.867	398.406	5	403.416	6.867	1	6.867	84	64
415.933	7.878	415.933	3	418.939	4.878	1	4.878	98	60
432.486	4.825	432.486	3	435.492	1.825	1	1.825	42	70
