onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.042	14	6.042	4	10.05	10	0	9.982	182	34
22.594	11.749	22.594	4	26.602	7.749	1	7.749	84	45
40.121	13.771	40.121	5	45.131	8.771	1	8.771	140	35
57.154	10.868	57.154	3	60.16	7.868	1	7.868	126	37
74.682	11.232	74.682	3	77.688	8.232	1	8.232	112	38
91.715	11.056	91.715	3	94.721	8.056	1	8.056	154	34
108.748	12.153	108.748	4	112.756	8.153	1	8.153	70	48
125.781	13.389	125.781	5	130.791	8.389	1	8.389	322	20
142.333	14.056	142.333	5	147.343	9.056	1	9.056	364	18
159.86	10.596	159.86	4	163.868	6.596	1	6.596	42	52
176.893	10.7	176.893	3	179.899	7.7	1	7.7	28	60
193.445	13	193.445	3	196.451	10	0	8.793	210	25
209.997	11.955	209.997	5	215.007	6.955	1	6.955	56	47
227.525	12.223	227.525	4	231.533	8.223	1	8.223	350	19
244.558	14.365	244.558	5	249.567	9.365	1	9.365	308	21
261.591	13.483	261.591	4	265.599	9.483	1	9.483	168	30
278.143	13.261	278.143	4	282.151	9.261	1	9.261	238	22
295.67	15	295.67	5	300.68	10	0	7.778	336	24
313.198	11.167	313.198	5	318.207	6.167	1	6.167	196	35
330.725	11.892	330.725	3	333.731	8.892	1	8.892	252	24
348.252	13.294	348.252	4	352.26	9.294	1	9.294	98	45
364.804	11.264	364.804	3	367.81	8.264	1	8.264	280	22
382.332	10.603	382.332	3	385.337	7.603	1	7.603	294	21
399.365	9.026	399.365	3	402.37	6.026	1	6.026	14	65
415.917	13.715	415.917	5	420.926	8.715	1	8.715	266	23
432.469	12.055	432.469	5	437.479	7.055	1	7.055	224	24
