onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.526	12.998	6.526	5	11.536	7.998	1	7.998	266	32
23.559	12.367	23.559	4	27.567	8.367	1	8.367	168	38
40.112	15	40.112	5	45.121	10	0	9.948	196	33
56.664	13.878	56.664	5	61.673	8.878	1	8.878	98	42
73.216	14	73.216	4	77.224	10	0	9.897	336	24
90.743	15	90.743	5	95.753	10	0	9.877	280	29
107.295	9.947	107.295	3	110.301	6.947	1	6.947	294	26
123.847	12.84	123.847	3	126.853	9.84	1	9.84	84	46
141.375	13	141.375	3	144.38	10	0	9.932	224	34
158.902	8.662	158.902	3	161.908	5.662	1	5.662	28	60
175.935	13	175.935	3	178.941	10	0	7.403	252	30
193.462	12.094	193.462	3	196.468	9.094	1	9.094	42	55
210.014	15	210.014	5	215.024	10	0	9.654	210	33
227.542	15	227.542	5	232.551	10	0	9.695	308	25
244.575	6.534	244.575	4	248.583	2.534	1	2.534	14	65
261.608	12.626	261.608	3	264.614	9.626	1	9.626	56	63
278.641	14	278.641	4	282.649	10	0	8.807	364	61
296.168	15	296.168	5	303.142	10	0	9.815	350	24
314.484	13	314.484	3	317.489	10	0	9.937	140	36
331.517	14	331.517	4	335.524	10	0	7.906	70	53
349.044	13.402	349.044	5	354.054	8.402	1	8.402	322	24
366.077	13.083	366.077	5	371.087	8.083	1	8.083	112	43
382.629	14	382.629	4	386.637	10	0	9.772	238	27
399.181	14	399.181	4	403.189	10	0	7.921	182	35
416.708	13	416.708	3	419.714	10	0	9.981	154	37
434.236	13.43	434.236	4	438.244	9.43	1	9.43	126	41
