onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.028	14	7.028	4	11.028	10	0	9.914	350	50
24.063	7.978	24.063	3	27.063	4.978	1	4.978	266	58
40.614	13.825	40.614	4	44.615	9.825	1	9.825	252	56
57.166	11.333	57.166	5	62.166	6.333	1	6.333	210	64
74.184	7.205	74.184	3	77.185	4.205	1	4.205	70	68
90.736	11.128	90.736	5	95.736	6.128	1	6.128	98	63
107.771	14	107.771	4	111.771	10	0	9.897	364	55
124.806	14	124.806	4	128.806	10	0	9.625	182	61
142.341	15	142.341	5	147.341	10	0	8.832	308	59
159.876	13	159.876	3	162.876	10	0	8.941	154	64
177.411	10.344	177.411	4	181.411	6.344	1	6.344	294	57
193.962	9.66	193.962	4	197.963	5.66	1	5.66	126	67
211.497	12.191	211.497	3	214.498	9.191	1	9.191	112	69
228.033	15	228.033	5	233.033	10	0	6.851	238	57
245.567	7.61	245.567	5	250.568	2.61	1	2.61	14	72
263.102	13.129	263.102	5	268.103	8.129	1	8.129	140	67
280.137	12.569	280.137	5	285.137	7.569	1	7.569	336	50
297.672	9.888	297.672	3	300.672	6.888	1	6.888	280	54
314.224	8.316	314.224	3	317.224	5.316	1	5.316	56	66
331.259	13	331.259	3	334.259	10	0	6.551	28	70
347.81	13.262	347.81	5	352.811	8.262	1	8.262	196	62
364.845	10.79	364.845	3	367.845	7.79	1	7.79	84	67
382.38	14	382.38	4	386.38	10	0	6.294	42	66
399.398	10.902	399.398	3	402.399	7.902	1	7.902	322	52
415.933	14	415.933	4	419.934	10	0	7.941	168	60
432.468	14.002	432.468	5	437.469	9.002	1	9.002	224	59
