onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.027	3.173	7.027	3	10.033	0.173	1	0.173	28	75
23.579	13	23.579	3	26.585	10	0	9.247	294	23
41.106	13	41.106	3	44.112	10	0	9.873	154	63
58.634	12.145	58.634	5	63.643	7.145	1	7.145	322	33
75.186	12.41	75.186	5	80.196	7.41	1	7.41	210	39
92.713	10.189	92.713	4	96.721	6.189	1	6.189	126	56
109.265	12.186	109.265	4	113.273	8.186	1	8.186	336	43
126.298	3.171	126.298	3	129.304	0.171	1	0.171	56	75
143.826	8.234	143.826	3	146.832	5.234	1	5.234	224	31
161.353	3.148	161.353	3	164.359	0.148	1	0.148	42	75
178.386	4.372	178.386	4	182.394	0.372	1	0.372	14	75
195.419	9.734	195.419	5	200.429	4.734	1	4.734	266	36
211.972	9.863	211.972	4	215.979	5.863	1	5.863	182	44
229.499	11.12	229.499	5	234.509	6.12	1	6.12	308	35
246.532	13.944	246.532	4	250.54	9.944	1	9.944	364	28
263.565	6.446	263.565	4	267.573	2.446	1	2.446	70	57
280.117	11.073	280.117	5	285.127	6.073	1	6.073	196	54
297.645	12.435	297.645	5	302.654	7.435	1	7.435	280	40
314.197	6.121	314.197	3	317.203	3.121	1	3.121	84	59
331.23	9.322	331.23	3	334.236	6.322	1	6.322	252	57
348.263	12.094	348.263	4	352.271	8.094	1	8.094	168	46
365.296	10.529	365.296	5	370.306	5.529	1	5.529	112	40
381.848	11.408	381.848	5	386.858	6.408	1	6.408	98	51
398.401	8.874	398.401	4	402.408	4.874	1	4.874	238	60
414.953	6.801	414.953	3	419.922	3.801	1	3.801	140	58
432.48	8.505	432.48	5	437.49	3.505	1	3.505	350	53
