onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.532	10.708	6.532	3	9.538	7.708	1	7.708	84	45
23.565	11.778	23.565	4	27.573	7.778	1	7.778	350	21
41.092	6.913	41.092	3	44.098	3.913	1	3.913	98	57
58.126	13.936	58.126	5	63.135	8.936	1	8.936	112	32
74.678	13	74.678	3	77.684	10	0	9.222	70	38
91.23	7.738	91.23	4	95.238	3.738	1	3.738	42	55
108.263	15	108.263	5	113.273	10	0	9.706	364	22
125.791	14.236	125.791	5	130.8	9.236	1	9.236	224	24
143.318	13	143.318	3	146.324	10	0	9.818	238	18
159.87	15	159.87	5	164.88	10	0	9.899	252	16
177.398	13	177.398	3	180.404	10	0	7.175	266	45
193.95	7.233	193.95	4	197.958	3.233	1	3.233	56	53
210.983	10.858	210.983	5	215.993	5.858	1	5.858	182	39
228.511	10.396	228.511	3	231.517	7.396	1	7.396	154	42
245.063	14	245.063	4	249.071	10	0	8.19	308	25
261.615	14	261.615	4	265.623	10	0	9.968	280	26
279.143	14.142	279.143	5	284.152	9.142	1	9.142	126	36
295.695	13	295.695	3	298.701	10	0	5.763	294	21
313.222	7.353	313.222	4	317.23	3.353	1	3.353	28	59
330.256	10.817	330.256	5	335.265	5.817	1	5.817	168	41
347.289	8.933	347.289	4	351.297	4.933	1	4.933	140	48
364.322	14	364.322	4	368.33	10	0	8.374	14	70
380.874	14.824	380.874	5	385.884	9.824	1	9.824	336	23
398.402	13	398.402	3	401.408	10	0	6.191	210	23
414.954	13	414.954	3	417.96	10	0	7.375	322	23
432.481	15	432.481	5	437.491	10	0	8.644	196	32
