onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.525	15	6.525	5	11.535	10	0	9.882	322	5
23.558	14.916	23.558	5	28.568	9.916	1	9.916	308	6
40.11	13.722	40.11	4	44.118	9.722	1	9.722	84	15
56.663	13	56.663	3	59.668	10	0	7.772	210	24
74.19	14	74.19	4	78.198	10	0	9.956	350	10
91.223	8.095	91.223	3	94.229	5.095	1	5.095	14	65
108.256	10.223	108.256	3	111.262	7.223	1	7.223	28	50
125.29	13	125.29	3	128.295	10	0	7.952	154	19
141.842	15	141.842	5	146.852	10	0	9.88	266	7
158.876	13.087	158.876	4	162.883	9.087	1	9.087	168	23
175.427	13	175.427	3	178.433	10	0	8.186	280	25
192.955	8.972	192.955	4	196.962	4.972	1	4.972	42	57
210.482	13	210.482	3	213.488	10	0	9.774	252	4
227.515	13	227.515	3	230.521	10	0	9.976	126	36
245.043	15	245.043	5	250.053	10	0	7.468	196	40
262.076	14	262.076	4	266.084	10	0	9.984	70	53
279.603	15	279.603	5	284.613	10	0	9.944	336	25
296.156	15	296.156	5	303.129	10	0	9.935	364	31
315.433	13	315.433	3	318.439	10	0	9.802	112	43
331.985	13.407	331.985	4	335.993	9.407	1	9.407	182	35
348.538	15	348.538	5	353.547	10	0	9.979	224	21
365.09	9.593	365.09	5	370.1	4.593	1	4.593	56	50
382.617	14.769	382.617	5	387.627	9.769	1	9.769	140	35
400.145	13	400.145	3	403.151	10	0	9.912	294	43
417.672	13.06	417.672	4	421.68	9.06	1	9.06	98	63
434.225	14	434.225	4	438.232	10	0	9.521	238	15
