onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.021	14	7.021	4	11.028	10	0	7.722	126	47
23.573	11.908	23.573	5	28.583	6.908	1	6.908	210	31
40.606	15	40.606	5	45.616	10	0	9.987	112	52
58.133	10.115	58.133	3	61.139	7.115	1	7.115	224	27
75.167	8.443	75.167	4	79.174	4.443	1	4.443	14	65
92.694	12.736	92.694	5	97.704	7.736	1	7.736	350	22
109.246	7.462	109.246	3	112.252	4.462	1	4.462	84	49
125.799	10.437	125.799	5	130.808	5.437	1	5.437	196	35
143.326	11.392	143.326	5	148.336	6.392	1	6.392	322	20
159.878	13.807	159.878	4	163.886	9.807	1	9.807	238	28
176.911	15	176.911	5	181.921	10	0	8.052	266	21
194.439	15	194.439	5	199.449	10	0	9.825	308	22
210.991	13.805	210.991	4	214.999	9.805	1	9.805	336	21
228.519	13	228.519	3	231.524	10	0	9.407	154	40
245.071	14	245.071	4	249.079	10	0	8.697	182	40
262.104	8.069	262.104	3	265.11	5.069	1	5.069	56	49
278.656	9.152	278.656	5	283.666	4.152	1	4.152	98	60
295.209	13	295.209	3	298.214	10	0	8.471	294	37
312.242	10.467	312.242	4	316.249	6.467	1	6.467	70	50
329.769	5.112	329.769	3	332.775	2.112	1	2.112	28	60
346.802	13	346.802	3	349.808	10	0	9.798	252	22
363.836	10.292	363.836	4	367.843	6.292	1	6.292	168	33
381.363	13.845	381.363	5	386.373	8.845	1	8.845	280	28
398.89	10.341	398.89	3	401.896	7.341	1	7.341	42	55
415.443	13	415.443	3	418.449	10	0	9.871	140	29
432.476	14	432.476	4	436.484	10	0	9.5	364	25
