onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.034	6.617	6.034	3	9.034	3.617	1	3.617	14	73
22.585	9.418	22.585	4	26.585	5.418	1	5.418	322	60
39.12	11.168	39.12	3	42.12	8.168	1	8.168	210	65
56.655	12.118	56.655	4	60.655	8.118	1	8.118	252	62
73.207	14	73.207	4	77.207	10	0	10	280	63
90.242	9.084	90.242	5	95.242	4.084	1	4.084	238	62
107.777	11.901	107.777	5	112.777	6.901	1	6.901	56	69
125.312	5.38400000000001	125.312	3.00000000000001	128.312	2.384	1	2.384	84	68
142.847	14.368	142.847	5	147.847	9.368	1	9.368	266	61
159.882	9.401	159.882	4	163.882	5.401	1	5.401	224	62
177.417	9.101	177.417	3	180.417	6.101	1	6.101	364	59
193.968	7.768	193.968	3	196.968	4.768	1	4.768	294	61
211.503	11.151	211.503	4	215.503	7.151	1	7.151	126	67
228.538	9.668	228.538	5	233.538	4.668	1	4.668	154	65
245.573	8.268	245.573	5	250.573	3.268	1	3.268	308	60
262.108	10.968	262.108	3	265.108	7.968	1	7.968	112	67
279.143	7.467	279.143	4	283.143	3.467	1	3.467	168	65
296.178	10.934	296.178	4	300.178	6.934	1	6.934	350	59
312.729	11.785	312.729	3	315.729	8.785	1	8.785	98	68
330.264	10.901	330.264	4	334.264	6.901	1	6.901	140	67
347.299	6.951	347.299	3	350.299	3.951	1	3.951	182	65
364.834	6.568	364.834	3	367.834	3.568	1	3.568	28	73
382.353	11.834	382.353	5	387.353	6.834	1	6.834	42	71
398.904	6.701	398.904	5	403.904	1.701	1	1.701	196	63
415.939	10.785	415.939	5	420.939	5.785	1	5.785	70	70
432.474	8.984	432.474	5	437.474	3.984	1	3.984	336	60
