onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.537	6.55	6.537	4	10.538	2.55	1	2.55	224	65
23.572	10.871	23.572	4	27.573	6.871	1	6.871	140	65
40.607	12.443	40.607	5	45.608	7.443	1	7.443	14	73
58.125	8.222	58.125	3	61.126	5.222	1	5.222	364	60
75.66	8.748	75.66	5	80.661	3.748	1	3.748	168	65
92.679	8.676	92.679	4	96.679	4.676	1	4.676	336	60
109.23	9.853	109.23	4	113.231	5.853	1	5.853	210	62
125.782	6.911	125.782	3	128.782	3.911	1	3.911	84	67
143.317	11.404	143.317	4	147.317	7.404	1	7.404	112	65
159.868	10.546	159.868	5	164.869	5.546	1	5.546	154	65
176.403	10.395	176.403	5	181.404	5.395	1	5.395	266	62
192.938	11.033	192.938	3	195.938	8.033	1	8.033	350	61
209.973	4.94	209.973	3	212.973	1.94	1	1.94	28	72
226.525	6.734	226.525	3	229.525	3.734	1	3.734	70	66
243.076	8.073	243.076	3	246.077	5.073	1	5.073	308	61
259.628	7.558	259.628	5	264.628	2.558	1	2.558	98	67
277.163	8.023	277.163	4	281.163	4.023	1	4.023	238	60
294.698	6.755	294.698	3	297.698	3.755	1	3.755	196	64
312.233	10.142	312.233	4	316.233	6.142	1	6.142	56	70
329.768	11.081	329.768	4	333.769	7.081	1	7.081	294	64
346.803	8.93	346.803	5	351.803	3.93	1	3.93	126	64
364.338	10.644	364.338	5	369.338	5.644	1	5.644	322	61
381.373	9.955	381.373	5	386.373	4.955	1	4.955	280	62
397.907	11.449	397.907	3	400.908	8.449	1	8.449	42	71
414.926	11.475	414.926	3	417.926	8.475	1	8.475	252	60
432.461	8.277	432.461	5	437.461	3.277	1	3.277	182	63
