onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.522	15	6.522	5	11.532	10	0	7.973	112	45
23.262	9.81	23.262	3	26.268	6.81	1	6.81	140	40
40.789	11.915	40.789	3	43.795	8.915	1	8.915	224	26
57.823	10.063	57.823	4	61.83	6.063	1	6.063	168	36
75.35	8.339	75.35	3	78.356	5.339	1	5.339	28	68
91.903	10.632	91.903	5	96.912	5.632	1	5.632	98	42
109.43	15	109.43	5	114.44	10	0	9.705	280	19
126.958	13	126.958	3	129.964	10	0	9.75	154	37
143.991	7.586	143.991	4	147.999	3.586	1	3.586	364	75
160.544	12.676	160.544	3	163.549	9.676	1	9.676	294	22
177.096	15	177.096	5	182.106	10	0	9.86	196	25
194.129	7.383	194.129	4	198.137	3.383	1	3.383	14	72
210.682	4.3	210.682	4	214.689	0.3	1	0.3	336	75
227.234	14	227.234	4	231.242	10	0	9.756	182	43
244.267	14	244.267	4	248.275	10	0	4.503	70	51
261.795	13.414	261.795	4	265.803	9.414	1	9.414	126	41
278.347	13.421	278.347	5	283.357	8.421	1	8.421	210	39
295.875	6.09	295.875	5	300.885	1.09	1	1.09	350	75
312.427	7.04	312.427	3	315.433	4.04	1	4.04	84	51
329.461	9.757	329.461	3	332.466	6.757	1	6.757	56	59
346.988	13.241	346.988	5	351.998	8.241	1	8.241	308	25
364.516	15	364.516	5	369.526	10	0	9.754	322	25
381.549	15	381.549	5	386.559	10	0	9.641	266	33
399.077	10.002	399.077	3	402.083	7.002	1	7.002	42	58
416.11	12.707	416.11	3	419.116	9.707	1	9.707	252	27
432.662	14	432.662	4	436.67	10	0	6.314	238	39
