onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.053	14	6.053	4	10.061	10	0	9.79	154	34
23.086	15	23.086	5	28.096	10	0	9.226	266	19
39.638	15	39.638	5	44.648	10	0	9.695	224	27
56.672	14	56.672	4	60.68	10	0	9.587	294	25
75.041	14	75.041	4	79.049	10	0	8.964	140	30
91.593	13	91.593	3	94.599	10	0	8.84	210	25
108.146	14	108.146	4	112.154	10	0	9.805	252	49
125.673	15	125.673	5	130.683	10	0	8.641	126	38
142.707	13.637	142.707	4	146.715	9.637	1	9.637	168	30
160.234	13	160.234	3	163.24	10	0	6.387	98	60
176.787	15	176.787	5	181.796	10	0	6.664	238	25
193.339	13	193.339	3	196.345	10	0	3.397	56	66
210.372	13	210.372	3	213.378	10	0	7.62	182	24
226.925	13	226.925	3	229.931	10	0	3.329	28	70
243.477	13	243.477	3	246.483	10	0	4.743	42	58
261.005	14	261.005	4	265.013	10	0	8.869	112	55
277.557	15	277.557	5	282.567	10	0	2.384	364	75
296.955	14	296.955	4	300.963	10	0	9.864	308	70
313.988	13	313.988	3	316.994	10	0	9.664	350	73
331.516	15	331.516	5	336.526	10	0	7.482	336	40
349.658	7.852	349.658	5	354.668	2.852	1	2.852	14	70
367.186	15	367.186	5	372.195	10	0	7.281	84	51
384.326	15	384.326	5	389.336	10	0	9.228	322	33
401.853	14	401.853	4	405.861	10	0	6.681	70	51
418.887	13	418.887	3	421.893	10	0	9.884	196	31
435.92	13	435.92	3	438.926	10	0	9.019	280	24
