onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.047	13	6.047	3	9.053	10	0	9.738	294	20
22.599	8.094	22.599	4	26.607	4.094	1	4.094	42	66
39.633	5.549	39.633	4	43.64	1.549	1	1.549	14	71
56.185	14	56.185	4	60.193	10	0	9.977	280	21
73.712	15	73.712	5	78.722	10	0	9.964	196	30
90.265	13	90.265	3	93.271	10	0	9.623	70	59
106.817	10.719	106.817	4	110.825	6.719	1	6.719	56	55
123.851	15	123.851	5	128.86	10	0	7.416	168	40
141.872	13	141.872	3	144.878	10	0	9.593	266	46
158.906	5.594	158.906	5	163.916	0.594	1	0.594	364	75
175.939	13	175.939	3	178.945	10	0	7.854	84	53
192.491	11.423	192.491	3	195.497	8.423	1	8.423	322	20
210.019	13.681	210.019	5	215.029	8.681	1	8.681	224	32
227.052	7.868	227.052	4	231.06	3.868	1	3.868	140	46
244.58	8.962	244.58	3	247.586	5.962	1	5.962	98	53
261.132	14	261.132	4	265.14	10	0	9.52	308	23
278.66	13	278.66	3	281.666	10	0	9.952	238	27
295.693	15	295.693	5	300.703	10	0	9.299	182	31
312.727	4.296	312.727	4	316.734	0.296	1	0.296	350	75
330.254	7.182	330.254	3	333.26	4.182	1	4.182	154	50
347.782	9.084	347.782	5	352.792	4.084	1	4.084	126	48
364.334	12.209	364.334	5	369.344	7.209	1	7.209	252	24
381.862	13	381.862	3	384.868	10	0	9.812	210	32
398.895	11.001	398.895	5	403.905	6.001	1	6.001	112	53
415.448	5.89	415.448	5	420.457	0.89	1	0.89	336	75
432.975	6.922	432.975	4	436.983	2.922	1	2.922	28	71
