onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.046	14.261	6.046	5	11.056	9.261	1	9.261	238	38
22.599	9.308	22.599	3	25.604	6.308	1	6.308	56	46
39.632	8.704	39.632	3	42.638	5.704	1	5.704	280	34
57.159	8.938	57.159	4	61.167	4.938	1	4.938	112	34
74.192	12.935	74.192	3	77.198	9.935	1	9.935	350	21
90.745	11.655	90.745	5	95.754	6.655	1	6.655	224	32
107.297	10.503	107.297	3	110.303	7.503	1	7.503	210	33
123.849	12.007	123.849	5	128.859	7.007	1	7.007	364	19
140.401	8.634	140.401	4	144.409	4.634	1	4.634	154	39
157.929	7.09	157.929	3	160.935	4.09	1	4.09	98	40
174.962	10.685	174.962	4	178.97	6.685	1	6.685	168	40
191.514	8.22	191.514	3	194.52	5.22	1	5.22	28	50
209.042	12.587	209.042	5	214.051	7.587	1	7.587	126	34
226.075	10.576	226.075	5	231.085	5.576	1	5.576	322	28
243.602	7.512	243.602	4	247.61	3.512	1	3.512	70	48
260.155	8.233	260.155	3	263.16	5.233	1	5.233	42	50
277.682	11.369	277.682	4	281.69	7.369	1	7.369	308	40
294.715	9.51	294.715	5	299.725	4.51	1	4.51	266	33
311.267	9.32	311.267	4	315.275	5.32	1	5.32	252	31
328.301	10.794	328.301	4	332.308	6.794	1	6.794	294	29
345.828	13.863	345.828	5	350.838	8.863	1	8.863	336	26
363.356	8.705	363.356	5	368.365	3.705	1	3.705	14	65
380.883	12.208	380.883	5	385.893	7.208	1	7.208	84	44
397.916	7.432	397.916	3	400.922	4.432	1	4.432	182	33
414.949	11.459	414.949	3	417.955	8.459	1	8.459	196	26
432.477	11.082	432.477	4	436.485	7.082	1	7.082	140	36
