onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.528	8.51	6.528	3	9.534	5.51	1	5.51	154	39
23.561	11.338	23.561	5	28.571	6.338	1	6.338	308	50
40.113	7.289	40.113	5	45.123	2.289	1	2.289	56	75
56.665	10.731	56.665	5	61.675	5.731	1	5.731	266	66
73.698	7.564	73.698	4	77.706	3.564	1	3.564	70	75
90.731	8.727	90.731	5	95.741	3.727	1	3.727	322	60
107.765	8.646	107.765	3	110.77	5.646	1	5.646	126	51
124.317	10.431	124.317	4	128.324	6.431	1	6.431	238	53
141.844	8.926	141.844	3	144.85	5.926	1	5.926	294	56
159.372	10.07	159.372	3	162.377	7.07	1	7.07	252	46
176.405	11.231	176.405	4	180.412	7.231	1	7.231	168	60
192.957	13	192.957	3	195.963	10	0	8.448	210	60
210.484	8.246	210.484	3	213.49	5.246	1	5.246	112	45
228.012	9.296	228.012	4	232.019	5.296	1	5.296	98	71
244.564	11.009	244.564	5	249.573	6.009	1	6.009	224	50
262.091	9.456	262.091	4	266.099	5.456	1	5.456	350	43
278.643	10.219	278.643	3	281.649	7.219	1	7.219	280	40
296.171	4.527	296.171	4	300.178	0.527	1	0.527	42	75
313.204	3.141	313.204	3	316.21	0.141	1	0.141	28	75
330.731	12.217	330.731	5	335.741	7.217	1	7.217	336	35
347.283	4.925	347.283	4	351.291	0.925	1	0.925	84	70
364.316	3.078	364.316	3	367.322	0.078	1	0.078	14	75
381.844	12.813	381.844	5	386.854	7.813	1	7.813	196	52
399.371	10.395	399.371	5	404.381	5.395	1	5.395	140	49
415.923	13.035	415.923	4	419.931	9.035	1	9.035	182	54
432.476	12.205	432.476	5	437.485	7.205	1	7.205	364	30
