onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.045	10.867	6.045	3	9.046	7.867	1	7.867	182	22
23.564	9.319	23.564	5	28.564	4.319	1	4.319	98	60
41.099	10.853	41.099	4	45.099	6.853	1	6.853	210	20
57.65	5.623	57.65	4	61.651	1.623	1	1.623	28	70
75.169	7.791	75.169	3	78.169	4.791	1	4.791	56	68
92.204	8.999	92.204	3	95.204	5.999	1	5.999	322	22
108.755	9.608	108.755	3	111.755	6.608	1	6.608	252	20
125.79	8.82	125.79	3	128.79	5.82	1	5.82	280	21
143.308	11.683	143.308	5	148.309	6.683	1	6.683	266	23
160.827	11.55	160.827	4	164.827	7.55	1	7.55	308	23
177.378	11.794	177.378	5	182.379	6.794	1	6.794	294	20
194.397	8.792	194.397	3	197.397	5.792	1	5.792	70	65
210.948	9.79	210.948	3	213.948	6.79	1	6.79	196	22
227.5	11.951	227.5	3	230.5	8.951	1	8.951	112	60
245.035	10.457	245.035	5	250.035	5.457	1	5.457	350	23
262.553	13.017	262.553	4	266.553	9.017	1	9.017	168	28
279.588	11.2	279.588	4	283.588	7.2	1	7.2	126	33
296.623	12.199	296.623	4	300.623	8.199	1	8.199	154	29
313.174	9.384	313.174	3	316.175	6.384	1	6.384	140	29
329.726	8	329.726	4	333.726	4	1	4	84	64
346.761	8.115	346.761	4	350.761	4.115	1	4.115	42	71
364.279	6.865	364.279	5	369.28	1.865	1	1.865	14	72
381.814	12.841	381.814	5	386.815	7.841	1	7.841	224	24
398.832	9.935	398.832	5	403.833	4.935	1	4.935	336	21
415.384	10.915	415.384	5	420.384	5.915	1	5.915	238	24
432.419	10.125	432.419	5	437.419	5.125	1	5.125	364	22
