onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.532	12.188	6.532	5	11.533	7.188	1	7.188	210	21
23.551	12.246	23.551	5	28.551	7.246	1	7.246	364	21
40.585	7.202	40.585	3	43.586	4.202	1	4.202	154	40
58.104	7.626	58.104	4	62.104	3.626	1	3.626	28	70
75.639	5.572	75.639	3	78.639	2.572	1	2.572	84	65
92.674	10.083	92.674	4	96.674	6.083	1	6.083	252	24
109.225	9.428	109.225	4	113.226	5.428	1	5.428	14	72
125.777	12.102	125.777	5	130.777	7.102	1	7.102	42	70
142.328	10.622	142.328	4	146.329	6.622	1	6.622	350	20
159.863	12.594	159.863	3	162.864	9.594	1	9.594	294	21
177.382	11.127	177.382	5	182.382	6.127	1	6.127	336	21
194.917	9.592	194.917	5	199.917	4.592	1	4.592	140	33
211.952	10.443	211.952	3	214.952	7.443	1	7.443	98	56
228.503	8.043	228.503	3	231.503	5.043	1	5.043	168	28
246.038	11.083	246.038	5	251.039	6.083	1	6.083	126	31
262.59	9.533	262.59	3	265.59	6.533	1	6.533	280	22
279.625	9.464	279.625	4	283.625	5.464	1	5.464	112	30
296.16	8.774	296.16	5	301.16	3.774	1	3.774	56	60
312.711	10.353	312.711	3	315.711	7.353	1	7.353	238	22
329.746	8.065	329.746	3	332.746	5.065	1	5.065	322	21
346.781	11.317	346.781	5	351.781	6.317	1	6.317	196	22
363.333	10.429	363.333	3	366.333	7.429	1	7.429	266	21
379.884	10.619	379.884	4	383.884	6.619	1	6.619	308	21
397.419	10.222	397.419	4	401.419	6.222	1	6.222	224	25
414.937	9.832	414.937	4	418.938	5.832	1	5.832	182	28
432.472	12.514	432.472	5	437.473	7.514	1	7.514	70	60
