onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.026	11.272	7.026	3	10.026	8.272	1	8.272	350	52
23.577	13.804	23.577	4	27.578	9.804	1	9.804	56	66
41.096	15	41.096	5	46.096	10	0	9.492	266	60
58.631	14	58.631	4	62.631	10	0	6.664	182	60
76.166	15	76.166	5	81.166	10	0	9.243	252	59
92.717	15	92.717	5	97.718	10	0	9.415	238	58
110.235	14	110.235	4	114.236	10	0	7.796	210	61
126.77	13	126.77	3	129.771	10	0	8.832	112	69
143.805	14	143.805	4	147.806	10	0	9.069	336	54
160.34	9.94	160.34	3	163.34	6.94	1	6.94	28	70
176.892	13	176.892	3	179.892	10	0	6.717	126	61
193.443	13	193.443	3	196.444	10	0	8.861	84	67
210.962	11.672	210.962	3	213.962	8.672	1	8.672	196	64
228.497	15	228.497	5	233.497	10	0	4.369	294	63
245.532	13	245.532	3	248.532	10	0	n/a	98	75
262.566	14	262.566	4	266.567	10	0	5.104	154	68
279.101	9.463	279.101	3	282.102	6.463	1	6.463	308	55
296.12	14	296.12	4	300.12	10	0	8.731	224	59
313.655	11.226	313.655	5	318.655	6.226	1	6.226	322	55
331.19	10.493	331.19	4	335.19	6.493	1	6.493	168	65
348.225	12.418	348.225	5	353.225	7.418	1	7.418	280	58
365.243	11.783	365.243	5	370.243	6.783	1	6.783	42	68
381.794	10.196	381.794	4	385.795	6.196	1	6.196	364	52
398.813	7.206	398.813	5	403.813	2.206	1	2.206	14	71
415.848	15	415.848	5	420.848	10	0	9.241	140	63
432.399	12.004	432.399	3	435.399	9.004	1	9.004	70	62
