onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.526	13	6.526	3	9.532	10	0	9.613	56	14
23.079	12.812	23.079	3	26.085	9.812	1	9.812	294	5
39.631	15	39.631	5	44.641	10	0	9.849	98	17
56.664	13.232	56.664	4	60.672	9.232	1	9.232	364	5
73.698	13	73.698	3	76.704	10	0	9.56	252	4
90.25	14	90.25	4	94.258	10	0	9.685	182	14
106.802	13.611	106.802	5	111.812	8.611	1	8.611	196	10
124.744	14	124.744	4	128.752	10	0	9.95	126	10
141.778	13.18	141.778	5	146.787	8.18	1	8.18	112	10
159.305	10.793	159.305	3	162.311	7.793	1	7.793	42	50
176.833	14.681	176.833	5	181.843	9.681	1	9.681	350	1
193.385	14	193.385	4	197.393	10	0	2.962	238	8
210.418	7.972	210.418	4	214.426	3.972	1	3.972	14	70
227.946	15	227.946	5	232.956	10	0	9.944	280	7
245.474	13	245.474	3	248.48	10	0	9.985	154	17
262.507	13.239	262.507	5	267.517	8.239	1	8.239	266	10
279.059	13	279.059	3	282.065	10	0	9.875	84	14
296.093	14	296.093	4	300.101	10	0	9.965	168	5
313.62	13	313.62	3	316.626	10	0	9.457	224	5
330.654	13.734	330.654	4	334.661	9.734	1	9.734	70	25
348.181	8.352	348.181	3	351.187	5.352	1	5.352	28	50
364.734	14.178	364.734	5	369.743	9.178	1	9.178	210	5
382.261	13.529	382.261	5	387.271	8.529	1	8.529	322	3
398.814	14	398.814	4	402.821	10	0	9.749	336	6
415.366	11.183	415.366	3	418.372	8.183	1	8.183	140	20
432.894	13.67	432.894	5	437.903	8.67	1	8.67	308	2
