onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.528	8.314	6.528	4	10.536	4.314	1	4.314	14	69
24.055	10.217	24.055	5	29.065	5.217	1	5.217	126	56
40.607	9.513	40.607	3	43.613	6.513	1	6.513	322	42
58.135	10.876	58.135	3	61.14	7.876	1	7.876	210	46
74.687	12.595	74.687	4	78.694	8.595	1	8.595	280	44
92.214	11.072	92.214	5	97.224	6.072	1	6.072	224	46
109.741	13	109.741	3	112.747	10	0	9.888	154	53
126.774	9.493	126.774	5	131.784	4.493	1	4.493	168	51
143.326	15	143.326	5	148.336	10	0	8.582	252	47
161.375	15	161.375	5	166.384	10	0	9.999	182	49
178.408	10.657	178.408	5	183.417	5.657	1	5.657	364	37
194.96	8.708	194.96	3	197.966	5.708	1	5.708	294	42
211.512	14.958	211.512	5	216.522	9.958	1	9.958	336	38
229.039	9.622	229.039	5	234.049	4.622	1	4.622	196	48
246.072	10.08	246.072	4	250.08	6.08	1	6.08	350	38
263.6	13	263.6	3	266.605	10	0	8.914	266	45
280.633	10.227	280.633	3	283.638	7.227	1	7.227	84	57
297.666	8.483	297.666	4	301.673	4.483	1	4.483	140	53
314.218	10.441	314.218	4	318.225	6.441	1	6.441	56	63
331.745	13	331.745	3	334.751	10	0	8.22	238	46
349.272	8.973	349.272	3	352.278	5.973	1	5.973	98	64
365.824	12.102	365.824	4	369.832	8.102	1	8.102	308	39
382.857	11.469	382.857	5	387.867	6.469	1	6.469	112	59
400.385	12.596	400.385	4	404.393	8.596	1	8.596	28	67
416.937	8.384	416.937	3	419.943	5.384	1	5.384	70	64
433.489	8.822	433.489	4	437.497	4.822	1	4.822	42	65
