onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.021	10.098	7.021	3	10.027	7.098	1	7.098	112	50
23.573	13.302	23.573	5	28.583	8.302	1	8.302	266	45
40.607	13	40.607	3	43.612	10	0	9.985	154	55
58.134	10.394	58.134	5	63.144	5.394	1	5.394	140	50
74.686	13	74.686	3	77.692	10	0	9.934	280	40
92.214	5.918	92.214	4	96.222	1.918	1	1.918	42	75
108.766	10.48	108.766	5	113.776	5.48	1	5.48	224	45
125.799	4.64	125.799	3	128.805	1.64	1	1.64	28	75
143.327	14.898	143.327	5	148.337	9.898	1	9.898	196	40
160.36	10.775	160.36	4	164.368	6.775	1	6.775	168	45
177.888	10.083	177.888	4	181.896	6.083	1	6.083	98	50
194.921	13.619	194.921	5	199.931	8.619	1	8.619	322	30
212.889	13	212.889	3	215.895	10	0	9.926	294	32
230.417	14	230.417	4	234.425	10	0	9.292	350	20
246.969	11.691	246.969	4	250.977	7.691	1	7.691	84	50
263.522	15	263.522	5	268.531	10	0	9.876	364	20
281.049	12.615	281.049	3	284.055	9.615	1	9.615	252	30
297.601	13.352	297.601	4	301.609	9.352	1	9.352	238	25
314.635	14	314.635	4	318.643	10	0	9.981	70	44
331.187	11.678	331.187	3	334.193	8.678	1	8.678	210	30
347.739	9.501	347.739	5	352.749	4.501	1	4.501	56	60
365.267	13.829	365.267	5	370.277	8.829	1	8.829	336	25
382.3	11.35	382.3	3	385.306	8.35	1	8.35	126	30
399.333	4.733	399.333	3	402.339	1.733	1	1.733	14	75
415.886	12.977	415.886	4	419.893	8.977	1	8.977	182	35
432.919	15	432.919	5	437.929	10	0	9.017	308	25
