onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.029	9.564	7.029	3	10.029	6.564	1	6.564	42	45
24.547	15	24.547	5	29.547	10	0	9.518	252	41
41.099	7.832	41.099	3	44.099	4.832	1	4.832	280	50
58.634	7.327	58.634	4	62.634	3.327	1	3.327	266	48
75.668	6.657	75.668	4	79.669	2.657	1	2.657	28	70
92.703	9.165	92.703	5	97.704	4.165	1	4.165	294	60
109.255	8.832	109.255	5	114.255	3.832	1	3.832	210	60
125.807	7.999	125.807	3	128.807	4.999	1	4.999	350	49
142.841	6.973	142.841	3	145.842	3.973	1	3.973	364	50
160.376	7.723	160.376	4	164.377	3.723	1	3.723	308	50
177.411	7.202	177.411	5	182.412	2.202	1	2.202	84	70
194.43	4.715	194.43	3	197.43	1.715	1	1.715	70	70
210.981	8.838	210.981	4	214.982	4.838	1	4.838	224	60
228.016	9.815	228.016	5	233.017	4.815	1	4.815	196	65
245.551	9.344	245.551	5	250.552	4.344	1	4.344	336	50
262.586	6.5	262.586	4	266.586	2.5	1	2.5	168	65
279.138	5.894	279.138	3	282.138	2.894	1	2.894	182	64
295.689	7.848	295.689	5	300.69	2.848	1	2.848	238	60
313.224	6.589	313.224	3	316.224	3.589	1	3.589	56	70
330.759	5.894	330.759	4	334.76	1.894	1	1.894	140	66
347.311	11.131	347.311	5	352.313	6.131	1	6.131	154	63
363.862	5.781	363.862	4	367.863	1.781	1	1.781	112	69
381.397	7.846	381.397	4	385.398	3.846	1	3.846	98	70
398.432	13	398.432	3	401.433	10	0	8.799	126	68
415.967	6.704	415.967	5	420.968	1.704	1	1.704	14	74
432.519	7.946	432.519	3	435.519	4.946	1	4.946	322	50
