onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.037	8.725	7.037	4	11.038	4.725	1	4.725	112	67
23.589	8.829	23.589	4	27.589	4.829	1	4.829	210	64
41.124	7.127	41.124	3	44.124	4.127	1	4.127	266	60
58.659	8.527	58.659	3	61.659	5.527	1	5.527	224	60
75.694	11.052	75.694	3	78.694	8.052	1	8.052	280	55
92.712	7.283	92.712	4	96.712	3.283	1	3.283	336	50
110.247	9.924	110.247	5	115.248	4.924	1	4.924	294	53
127.282	8.131	127.282	4	131.282	4.131	1	4.131	154	65
144.817	8.579	144.817	3	147.817	5.579	1	5.579	168	62
162.352	7.072	162.352	5	167.352	2.072	1	2.072	182	65
178.904	9.341	178.904	4	182.904	5.341	1	5.341	322	50
196.439	7.43	196.439	3	199.439	4.43	1	4.43	308	50
212.99	5.821	212.99	3	215.99	2.821	1	2.821	28	70
229.542	7.573	229.542	4	233.542	3.573	1	3.573	196	66
246.093	6.122	246.093	5	251.094	1.122	1	1.122	14	70
262.645	8.309	262.645	5	267.645	3.309	1	3.309	70	68
279.196	9.3	279.196	4	283.197	5.3	1	5.3	126	67
296.215	4.274	296.215	3	299.215	1.274	1	1.274	84	70
312.766	4.941	312.766	4	316.767	0.941	1	0.941	56	70
329.318	7.242	329.318	3	332.318	4.242	1	4.242	140	65
346.853	7.627	346.853	5	351.853	2.627	1	2.627	238	60
363.888	12.11	363.888	5	368.888	7.11	1	7.11	252	62
380.923	4.518	380.923	3	383.923	1.518	1	1.518	98	68
397.958	8.601	397.958	5	402.958	3.601	1	3.601	364	50
414.992	9.851	414.992	5	419.993	4.851	1	4.851	42	70
432.511	12.557	432.511	5	437.511	7.557	1	7.557	350	50
