onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.018	8.301	7.018	3	10.024	5.301	1	5.301	42	64
23.57	10.94	23.57	5	28.58	5.94	1	5.94	98	56
40.122	14	40.122	4	44.13	10	0	9.683	336	27
57.155	12.448	57.155	5	62.165	7.448	1	7.448	266	41
74.683	15	74.683	5	79.693	10	0	9.158	350	29
93.48	6.856	93.48	3	96.485	3.856	1	3.856	28	69
110.032	13	110.032	3	113.038	10	0	9.894	140	57
127.559	15	127.559	5	132.569	10	0	7.301	322	28
145.087	11.576	145.087	3	148.093	8.576	1	8.576	154	45
162.12	12.092	162.12	3	165.126	9.092	1	9.092	252	31
178.672	12.019	178.672	4	182.68	8.019	1	8.019	182	48
195.705	10.341	195.705	3	198.711	7.341	1	7.341	56	61
213.233	15	213.233	5	218.243	10	0	9.165	308	32
230.76	11.877	230.76	4	234.768	7.877	1	7.877	126	51
247.793	11.451	247.793	5	252.803	6.451	1	6.451	112	57
264.346	14	264.346	4	268.353	10	0	9.027	238	48
281.379	10.031	281.379	4	285.387	6.031	1	6.031	70	60
297.931	13	297.931	3	300.937	10	0	9.563	294	35
314.483	8.213	314.483	3	317.489	5.213	1	5.213	84	64
332.011	15	332.011	5	337.021	10	0	7.523	280	36
348.563	10.059	348.563	5	353.573	5.059	1	5.059	210	55
366.09	13	366.09	3	369.096	10	0	9.963	224	35
383.124	12.544	383.124	4	387.131	8.544	1	8.544	364	26
399.676	11.063	399.676	5	404.686	6.063	1	6.063	196	61
416.709	7.048	416.709	4	420.717	3.048	1	3.048	14	69
433.742	10.654	433.742	4	437.75	6.654	1	6.654	168	55
