onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.022	14	7.022	4	11.03	10	0	7.407	42	59
24.549	10.502	24.549	5	29.559	5.502	1	5.502	196	50
42.077	14	42.077	4	46.085	10	0	9.727	350	45
59.605	7.814	59.605	4	63.613	3.814	1	3.814	98	60
76.638	14	76.638	4	80.646	10	0	9.872	168	55
93.19	11.344	93.19	3	96.196	8.344	1	8.344	210	60
110.224	10.784	110.224	3	113.23	7.784	1	7.784	28	69
127.751	7.729	127.751	3	130.757	4.729	1	4.729	252	60
144.304	12.797	144.304	5	149.313	7.797	1	7.797	224	50
161.831	9.819	161.831	3	164.837	6.819	1	6.819	294	50
178.384	15	178.384	5	183.393	10	0	9.961	364	52
195.417	10.675	195.417	5	200.427	5.675	1	5.675	308	55
212.45	7.232	212.45	3	215.456	4.232	1	4.232	126	65
229.978	13.689	229.978	5	234.988	8.689	1	8.689	336	55
247.011	9.998	247.011	5	252.021	4.998	1	4.998	322	60
263.564	5.706	263.564	4	267.571	1.706	1	1.706	84	70
280.116	9.985	280.116	5	285.126	4.985	1	4.985	266	65
297.149	5.712	297.149	4	301.157	1.712	1	1.712	70	70
313.702	11.231	313.702	5	318.711	6.231	1	6.231	56	70
330.735	9.154	330.735	3	333.741	6.154	1	6.154	154	60
347.287	9.729	347.287	4	351.295	5.729	1	5.729	182	55
363.84	14	363.84	4	367.848	10	0	9.98	238	57
381.367	11.912	381.367	5	386.377	6.912	1	6.912	140	65
398.895	9.026	398.895	3	401.901	6.026	1	6.026	112	70
415.447	7.656	415.447	3	418.453	4.656	1	4.656	280	55
432.481	8.137	432.481	3	435.486	5.137	1	5.137	14	75
