onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.046	14.595	6.046	5	11.056	9.595	1	9.595	210	31
23.079	9.126	23.079	5	28.089	4.126	1	4.126	112	42
39.632	14	39.632	4	43.64	10	0	9.959	336	25
57.159	12.902	57.159	3	60.165	9.902	1	9.902	224	28
74.192	8.322	74.192	4	78.2	4.322	1	4.322	168	37
91.226	10.61	91.226	4	95.233	6.61	1	6.61	364	27
108.753	11.997	108.753	5	113.763	6.997	1	6.997	350	28
126.28	12.489	126.28	5	131.29	7.489	1	7.489	308	27
142.833	11.24	142.833	3	145.839	8.24	1	8.24	294	30
159.385	9.899	159.385	4	163.393	5.899	1	5.899	238	22
175.937	10.683	175.937	3	178.943	7.683	1	7.683	140	34
192.489	11.921	192.489	4	196.497	7.921	1	7.921	182	22
209.523	11.69	209.523	3	212.528	8.69	1	8.69	56	50
226.556	13	226.556	3	229.562	10	0	9.697	252	23
243.589	14	243.589	4	247.597	10	0	9.617	70	50
260.622	10.328	260.622	4	264.63	6.328	1	6.328	14	64
278.15	9.356	278.15	3	281.155	6.356	1	6.356	28	58
295.183	11.778	295.183	5	300.193	6.778	1	6.778	266	26
312.71	13.999	312.71	5	317.72	8.999	1	8.999	280	21
330.238	7.495	330.238	3	333.244	4.495	1	4.495	42	45
346.79	7.126	346.79	3	349.796	4.126	1	4.126	84	38
363.342	10.423	363.342	5	368.352	5.423	1	5.423	196	29
380.87	12.008	380.87	4	384.877	8.008	1	8.008	126	26
398.397	9.17	398.397	3	401.403	6.17	1	6.17	154	19
414.949	10.444	414.949	5	419.959	5.444	1	5.444	98	38
432.477	15	432.477	5	437.487	10	0	9.616	322	22
