onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.052	10.913	6.052	3	9.052	7.913	1	7.913	308	44
23.587	9.461	23.587	3	26.587	6.461	1	6.461	56	60
40.138	15	40.138	5	45.139	10	0	9.879	350	44
56.673	12.529	56.673	3	59.674	9.529	1	9.529	126	54
73.225	12.991	73.225	5	78.225	7.991	1	7.991	322	42
90.76	8.3	90.76	3	93.76	5.3	1	5.3	266	47
107.795	14	107.795	4	111.795	10	0	9.924	364	42
124.346	13.524	124.346	5	129.347	8.524	1	8.524	280	47
141.881	15	141.881	5	146.882	10	0	9.589	14	64
158.433	15	158.433	5	163.433	10	0	5.996	224	49
175.968	14	175.968	4	179.968	10	0	9.307	168	48
193.503	13.552	193.503	5	198.503	8.552	1	8.552	98	52
211.038	9.373	211.038	3	214.038	6.373	1	6.373	238	46
228.573	7.838	228.573	3	231.573	4.838	1	4.838	112	58
245.608	14	245.608	4	249.608	10	0	9.298	140	49
262.159	14	262.159	4	266.16	10	0	9.597	182	47
279.678	15	279.678	5	284.678	10	0	8.316	84	54
296.713	15	296.713	5	301.713	10	0	7.143	252	43
313.264	12.544	313.264	3	316.264	9.544	1	9.544	42	61
330.282	12.957	330.282	4	334.283	8.957	1	8.957	154	56
346.817	14	346.817	4	350.818	10	0	9.298	210	44
363.836	12.069	363.836	3	366.836	9.069	1	9.069	294	42
381.371	15	381.371	5	386.371	10	0	6.742	70	54
398.406	8.436	398.406	4	402.406	4.436	1	4.436	28	60
415.44	10.662	415.44	4	419.441	6.662	1	6.662	336	41
432.459	13	432.459	3	435.459	10	0	4.857	196	44
