onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.527	8.372	6.527	3	9.527	5.372	1	5.372	266	28
23.079	13.732	23.079	5	28.079	8.732	1	8.732	294	24
40.097	14.708	40.097	5	45.097	9.708	1	9.708	196	25
57.632	12.559	57.632	3	60.632	9.559	1	9.559	280	20
74.667	12.582	74.667	4	78.667	8.582	1	8.582	98	26
91.702	11.259	91.702	5	96.702	6.259	1	6.259	308	20
108.737	10.092	108.737	4	112.737	6.092	1	6.092	238	22
125.772	12.727	125.772	4	129.772	8.727	1	8.727	336	17
142.307	10.572	142.307	4	146.307	6.572	1	6.572	168	25
159.842	11.275	159.842	3	162.842	8.275	1	8.275	56	37
176.393	10.89	176.393	5	181.394	5.89	1	5.89	350	18
193.928	15	193.928	5	198.929	10	0	6.423	126	25
211.446	13	211.446	3	214.447	10	0	9.464	182	31
228.981	10.3	228.981	4	232.982	6.3	1	6.3	364	17
246.5	10.241	246.5	3	249.5	7.241	1	7.241	154	21
263.051	10.59	263.051	5	268.052	5.59	1	5.59	252	20
279.586	9.477	279.586	4	283.587	5.477	1	5.477	140	23
296.121	8.458	296.121	3	299.121	5.458	1	5.458	42	41
313.656	8.738	313.656	3	316.656	5.738	1	5.738	224	19
330.691	12.455	330.691	3	333.691	9.455	1	9.455	322	16
348.226	8.396	348.226	5	353.226	3.396	1	3.396	14	58
365.761	11.871	365.761	5	370.761	6.871	1	6.871	112	24
382.796	10.258	382.796	3	385.796	7.258	1	7.258	70	31
399.347	10.34	399.347	5	404.348	5.34	1	5.34	84	29
415.882	10.36	415.882	4	419.883	6.36	1	6.36	210	21
432.434	9.175	432.434	4	436.434	5.175	1	5.175	28	50
