onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.53	10.876	6.53	4	10.538	6.876	1	6.876	294	20
23.082	13.77	23.082	4	27.09	9.77	1	9.77	252	25
40.61	10.021	40.61	5	45.62	5.021	1	5.021	84	40
57.162	13.969	57.162	4	61.17	9.969	1	9.969	154	25
74.69	11.728	74.69	4	78.698	7.728	1	7.728	308	20
91.242	6.282	91.242	3	94.248	3.282	1	3.282	28	60
108.77	11.32	108.77	4	112.778	7.32	1	7.32	70	30
125.322	12.707	125.322	3	128.328	9.707	1	9.707	56	35
141.875	9.371	141.875	3	144.88	6.371	1	6.371	42	30
159.402	14	159.402	4	163.41	10	0	9.753	140	30
176.93	9.726	176.93	3	179.936	6.726	1	6.726	98	35
193.963	15	193.963	5	198.973	10	0	9.882	322	20
211.491	11.443	211.491	4	215.499	7.443	1	7.443	112	30
228.524	13.838	228.524	5	233.534	8.838	1	8.838	266	20
245.557	9.765	245.557	3	248.563	6.765	1	6.765	280	20
262.11	12.521	262.11	3	265.116	9.521	1	9.521	210	25
278.662	13.473	278.662	5	283.672	8.473	1	8.473	224	25
296.19	15	296.19	5	301.2	10	0	9.994	126	27
313.223	9.53	313.223	3	316.229	6.53	1	6.53	196	22
329.775	13.091	329.775	5	334.785	8.091	1	8.091	238	20
346.809	13	346.809	3	349.815	10	0	9.766	350	15
363.361	15	363.361	5	368.371	10	0	9.095	364	22
381.998	11.213	381.998	5	387.007	6.213	1	6.213	14	60
399.525	15	399.525	5	404.535	10	0	9.842	336	15
416.558	13.576	416.558	4	420.566	9.576	1	9.576	168	40
433.979	13	433.979	3	436.985	10	0	9.908	182	27
