onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.027	10.548	7.027	3	10.033	7.548	1	7.548	266	24
23.579	14	23.579	4	27.587	10	0	9.793	42	34
40.613	7.872	40.613	4	44.62	3.872	1	3.872	14	60
57.646	15	57.646	5	62.656	10	0	9.629	364	14
77.004	12.483	77.004	3	80.01	9.483	1	9.483	154	25
93.556	15	93.556	5	98.566	10	0	9.972	336	22
110.109	13	110.109	3	113.114	10	0	9.877	294	19
127.636	13	127.636	3	130.642	10	0	9.989	98	29
144.189	13	144.189	3	147.194	10	0	9.805	322	24
160.741	12.931	160.741	5	165.751	7.931	1	7.931	252	20
177.774	14.599	177.774	5	182.784	9.599	1	9.599	182	22
194.327	11.138	194.327	3	197.332	8.138	1	8.138	70	35
211.36	12.542	211.36	5	218.334	7.542	1	7.542	112	30
227.912	10.226	227.912	4	231.92	6.226	1	6.226	56	35
245.44	14.531	245.44	5	250.45	9.531	1	9.531	126	28
262.968	15	262.968	5	267.977	10	0	9.512	196	20
280.495	8.456	280.495	4	284.503	4.456	1	4.456	28	50
297.528	12.91	297.528	5	302.538	7.91	1	7.91	168	25
314.081	14	314.081	4	318.089	10	0	9.958	308	28
330.633	11.354	330.633	4	334.641	7.354	1	7.354	280	20
348.161	14.327	348.161	5	353.171	9.327	1	9.327	224	23
365.688	13	365.688	3	368.694	10	0	9.845	238	24
382.722	10.654	382.722	4	386.73	6.654	1	6.654	140	25
399.755	11.222	399.755	3	402.761	8.222	1	8.222	84	30
416.788	11.299	416.788	4	420.796	7.299	1	7.299	350	15
434.316	10.837	434.316	3	437.322	7.837	1	7.837	210	25
