onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
7.025	13.075	7.025	5	12.035	8.075	1	8.075	322	23
24.552	6.621	24.552	4	28.56	2.621	1	2.621	126	63
42.08	7.095	42.08	3	45.085	4.095	1	4.095	28	70
59.607	12.328	59.607	5	64.617	7.328	1	7.328	280	47
76.159	7.069	76.159	3	79.165	4.069	1	4.069	140	65
92.711	9.355	92.711	3	95.717	6.355	1	6.355	294	50
109.264	9.103	109.264	3	112.269	6.103	1	6.103	84	65
126.297	7.628	126.297	4	130.304	3.628	1	3.628	70	68
142.849	9.52	142.849	4	146.857	5.52	1	5.52	182	60
160.376	8.604	160.376	3	163.382	5.604	1	5.604	154	61
176.928	10.776	176.928	4	180.936	6.776	1	6.776	238	54
193.961	7.151	193.961	4	197.969	3.151	1	3.151	14	72
211.489	12.203	211.489	5	216.499	7.203	1	7.203	350	20
228.041	8.13	228.041	5	233.051	3.13	1	3.13	196	60
245.074	13.569	245.074	4	249.082	9.569	1	9.569	168	58
262.107	5.547	262.107	3	265.113	2.547	1	2.547	56	67
278.659	11.579	278.659	4	282.667	7.579	1	7.579	336	25
296.187	8.576	296.187	3	299.193	5.576	1	5.576	42	65
313.714	9.459	313.714	3	316.72	6.459	1	6.459	224	52
330.747	13.471	330.747	4	334.755	9.471	1	9.471	364	20
348.275	12.717	348.275	5	353.284	7.717	1	7.717	308	26
365.308	9.165	365.308	5	370.318	4.165	1	4.165	266	45
382.341	9.575	382.341	5	387.351	4.575	1	4.575	112	62
399.374	8.346	399.374	3	402.38	5.346	1	5.346	252	50
415.926	10.444	415.926	5	420.936	5.444	1	5.444	210	56
432.478	11.218	432.478	5	437.488	6.218	1	6.218	98	67
