onset	duration	q_onset	q_duration	r_onset	r_duration	activesubmit	RT	Delay	Rating
6.053	10.466	6.053	5	11.054	5.466	1	5.466	224	63
23.071	7.885	23.071	3	26.072	4.885	1	4.885	350	55
40.606	10.315	40.606	5	45.607	5.315	1	5.315	336	56
58.141	10.958	58.141	5	63.142	5.958	1	5.958	84	72
75.66	14	75.66	4	79.66	10	0	9.369	308	62
92.211	13.655	92.211	5	97.212	8.655	1	8.655	238	62
109.246	10.481	109.246	4	113.247	6.481	1	6.481	294	60
126.281	10.415	126.281	5	131.282	5.415	1	5.415	266	65
143.816	10.027	143.816	4	147.816	6.027	1	6.027	140	69
160.368	7.071	160.368	3	163.368	4.071	1	4.071	42	74
176.919	9.386	176.919	5	181.92	4.386	1	4.386	364	55
193.954	8.367	193.954	4	197.955	4.367	1	4.367	168	66
210.989	8.7	210.989	5	215.99	3.7	1	3.7	322	58
228.024	12.721	228.024	3	231.024	9.721	1	9.721	280	62
244.559	6.004	244.559	3	247.559	3.004	1	3.004	28	75
262.094	6.651	262.094	5	267.094	1.651	1	1.651	14	75
279.629	8.695	279.629	4	283.629	4.695	1	4.695	70	72
296.181	9.222	296.181	4	300.181	5.222	1	5.222	154	67
312.732	10.728	312.732	4	316.732	6.728	1	6.728	252	63
329.767	11.833	329.767	3	332.767	8.833	1	8.833	196	64
347.302	14	347.302	4	351.302	10	0	9.916	112	69
364.837	5.84	364.837	3	367.837	2.84	1	2.84	98	70
381.872	8.725	381.872	3	384.872	5.725	1	5.725	182	65
399.407	9.675	399.407	5	404.407	4.675	1	4.675	126	68
415.958	8.271	415.958	3	418.959	5.271	1	5.271	56	73
432.51	9.719	432.51	3	435.51	6.719	1	6.719	210	64
